scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,topic,model_id
0.8562262827124976,"[0.07838147481282552, 0.7362594604492188, 0.6612109375, 0.6062872033370169, 0.9768657684326172, 1.780643340080015, 0.7285547671110734, 1.2816073099772136]","[-113.32084655761719, -59.91180419921875, -48.0068359375, -119.86639213562012, -130.3764190673828, -68.32786774635315, -84.14590454101562, -73.95294570922852]","[-115.67229080200195, -77.58203125, -64.537109375, -154.42476272583008, -185.08090209960938, -123.52781128883362, -117.659423828125, -123.93563079833984]",A short story,allenai/OLMo-2-1124-13B
1.212483970204671,"[0.2813101375804228, 1.1229857740731075, 1.110183974443856, 1.1207987467447917, 1.2806605747767856, 1.4117838541666667, 0.876092318830819, 1.4242726503274379, 1.7269061053240742, 1.7867476851851851, 1.1955818507982336]","[-87.68305969238281, -78.4487190246582, -147.369873046875, -69.841796875, -76.3753662109375, -51.1318359375, -40.65875244140625, -80.37358605861664, -61.79736328125, -67.326171875, -62.649200439453125]","[-97.24760437011719, -111.01530647277832, -212.8707275390625, -96.740966796875, -121.198486328125, -89.25, -66.0654296875, -135.92021942138672, -108.423828125, -115.568359375, -90.1475830078125]",A short story,allenai/OLMo-2-1124-13B
0.9828523845009668,"[-0.17948413717335668, 0.24819841056034483, 1.4529841496394231, 0.9341455187116351, 1.2182538432459677, 1.304780505952381, 1.5880591074625652, 1.2313270568847656, 1.0119759695870536, 1.0182834201388888]","[-115.28868865966797, -79.581787109375, -57.774658203125, -39.26177406311035, -75.812255859375, -43.46875, -42.71760559082031, -80.0584716796875, -59.14306640625, -86.02880859375]","[-110.08364868164062, -86.779541015625, -95.55224609375, -58.87882995605469, -113.578125, -70.869140625, -80.83102416992188, -119.4609375, -87.4783935546875, -122.68701171875]",A short story,allenai/OLMo-2-1124-13B
1.530049045720878,"[0.04642039331896552, 0.9334142348345589, 2.146875, 1.1859207873074513, 1.2393569946289062, 0.7437272913315717, 1.719230761894813, 1.7551307031663799, 1.254540484884511, 2.05765625, 3.7482666015625]","[-82.14013671875, -107.9892578125, -53.203125, -146.1979866027832, -94.658935546875, -86.24916076660156, -51.24274921417236, -141.7311019897461, -60.105133056640625, -48.455078125, -2.7486572265625]","[-83.486328125, -139.725341796875, -74.671875, -209.05178833007812, -134.318359375, -111.535888671875, -95.9427490234375, -245.2838134765625, -88.95956420898438, -99.896484375, -21.489990234375]",A short story,allenai/OLMo-2-1124-13B
1.1871760009176697,"[-0.26083527670966256, 1.723240902549342, 0.7758941650390625, 0.9663807262073864, 1.2204498877892127, 0.6688005129496256, 1.0645751953125, 2.3142528533935547, 1.1642020089285714, 2.2347990337171053]","[-80.27068042755127, -44.5631103515625, -57.608428955078125, -47.586181640625, -73.43468475341797, -112.15392303466797, -74.638427734375, -46.462867736816406, -56.0625, -38.47998046875]","[-75.57564544677734, -77.3046875, -74.6781005859375, -68.8465576171875, -105.1663818359375, -144.25634765625, -106.57568359375, -92.7479248046875, -88.66015625, -80.941162109375]",A short story,allenai/OLMo-2-1124-13B
1.1422972922411114,"[-0.04399623245489402, 1.2209912109375, 1.12252942721049, 1.7401119578968396, 0.7108239491780599, 1.170619010925293, 1.3991255326704546, 1.8641642332077026, 1.4718012316473599, 0.7668026011923085]","[-183.15325450897217, -44.3385009765625, -80.36830234527588, -58.30005645751953, -67.2609748840332, -73.70767211914062, -64.46932983398438, -93.26446533203125, -49.92152404785156, -111.90264797210693]","[-180.46948432922363, -74.86328125, -120.77936172485352, -96.58251953125, -88.585693359375, -111.16748046875, -110.64047241210938, -152.91772079467773, -92.603759765625, -147.17556762695312]",A short story,allenai/OLMo-2-1124-13B
0.8980851525219349,"[0.006623298891129032, 1.2325613839285714, 0.6813331886574074, 0.5358067599209873, 0.7129756382533482, 1.211770943232945, 1.1828177315848214, 1.3140911622480913, 1.2047862659801136]","[-95.168701171875, -70.8172607421875, -68.541015625, -126.1107006072998, -68.43696594238281, -54.884103775024414, -73.910400390625, -50.22384452819824, -109.28961181640625]","[-95.3740234375, -105.3289794921875, -86.93701171875, -155.5800724029541, -93.39111328125, -88.81369018554688, -107.029296875, -79.13385009765625, -175.5528564453125]",A short story,allenai/OLMo-2-1124-13B
1.2522990330084756,"[0.1304253472222222, 1.832122802734375, 1.3160099838719224, 1.2655506840458624, 1.12061767578125, 1.6786657416302224, 1.1261528862847223, 1.50509033203125, 0.9604978208188657, 1.5878570556640625]","[-59.12890625, -66.448974609375, -68.11498641967773, -59.74907684326172, -92.46676635742188, -65.71661376953125, -59.28094482421875, -55.728240966796875, -53.8955078125, -61.43061828613281]","[-61.4765625, -110.419921875, -111.54331588745117, -93.9189453125, -131.68838500976562, -104.32592582702637, -89.68707275390625, -100.88095092773438, -79.82894897460938, -117.005615234375]",A short story,allenai/OLMo-2-1124-13B
1.170219927268172,"[-0.4672037760416667, 0.00334686279296875, 0.4203712200296336, 1.0584423358623798, 0.7594712201286765, 1.8440847957835478, 1.4617767333984375, 1.5156062199519231, 1.7694631218910217, 2.2012125651041665, 2.001890394422743, 1.4741774338942308]","[-7.253662109375, -106.67739868164062, -151.60821533203125, -62.389434814453125, -38.6015625, -30.642745971679688, -45.2353515625, -68.63623046875, -67.41329765319824, -4.7420654296875, -40.995269775390625, -61.63720703125]","[-5.85205078125, -106.76107025146484, -175.98974609375, -89.908935546875, -51.5125732421875, -61.9921875, -86.16510009765625, -108.0419921875, -124.03611755371094, -11.345703125, -77.029296875, -99.9658203125]",A short story,allenai/OLMo-2-1124-13B
1.0032363585968413,"[0.08955078125, 1.1239782262731481, 0.4100870272008384, 1.1417497204196068, 1.07427734375, 1.490439967105263, 1.1088901095920138, 1.1125425100326538, 1.4776115417480469]","[-82.7783203125, -50.4931640625, -220.34588623046875, -49.4178466796875, -51.982421875, -45.83740234375, -36.93450927734375, -37.28558158874512, -67.3394775390625]","[-84.5693359375, -80.840576171875, -253.9730224609375, -84.81208801269531, -78.83935546875, -74.15576171875, -56.89453125, -55.08626174926758, -114.623046875]",A short story,allenai/OLMo-2-1124-13B
1.0708156577307866,"[0.17708841959635416, 0.5256968021392823, 1.4392695109049478, 0.8290378736413043, 0.24075732023819632, 2.4121551513671875, 1.1291366153293185, 1.6536304539647595, 1.1037345096982758, 1.1976499204282407]","[-102.93771362304688, -54.78377056121826, -63.52369689941406, -42.31903076171875, -109.53946685791016, -36.87158203125, -57.20253372192383, -72.41818237304688, -65.7786865234375, -63.92529296875]","[-108.2503662109375, -65.2977066040039, -106.7017822265625, -61.38690185546875, -120.61430358886719, -75.466064453125, -97.8514518737793, -120.3734655380249, -97.7869873046875, -96.2618408203125]",A short story,allenai/OLMo-2-1124-13B
1.1303957330873755,"[0.22086097454202586, 1.1865234375, 0.8034249045632103, 1.402679443359375, 1.1610165172153049, 0.5919731814285805, 2.0172699469107167, 1.57763671875, 1.212176473517167]","[-87.7181396484375, -60.736328125, -146.80116271972656, -72.2802734375, -54.81019401550293, -72.81568789482117, -42.664082527160645, -54.3994140625, -70.6110610961914]","[-94.12310791015625, -88.0263671875, -190.98953247070312, -117.166015625, -96.6067886352539, -89.98291015625, -97.13037109375, -95.41796875, -116.67376708984375]",A short story,allenai/OLMo-2-1124-13B
1.1267572843583031,"[0.3156914546571929, 1.06546630859375, 0.9362065099900768, 1.43975145476205, 0.99228759765625, 1.931002641717593, 1.6252147533275463, 0.5545852095992477, 1.2736545138888888, 1.1337123993904359]","[-84.29715728759766, -44.43487548828125, -52.479536056518555, -76.26969242095947, -55.95086669921875, -37.473403334617615, -41.82470703125, -65.08302307128906, -43.8671875, -81.59142684936523]","[-93.45220947265625, -71.071533203125, -81.50193786621094, -116.58273315429688, -80.758056640625, -83.81746673583984, -85.70550537109375, -80.05682373046875, -66.79296875, -116.73651123046875]",A short story,allenai/OLMo-2-1124-13B
1.0218143156719073,"[0.0185546875, 0.46214058472938147, 1.1725486472800926, 0.5860807245427911, 1.3266265869140625, 0.9080229259672619, 1.9568826426630435, 1.3626849834735577, 1.4027870579769737]","[-74.732421875, -330.24786376953125, -82.9534912109375, -123.74285888671875, -99.07794189453125, -116.603515625, -61.1826171875, -82.35345458984375, -97.746826171875]","[-75.21484375, -375.07550048828125, -114.6123046875, -149.53041076660156, -152.14300537109375, -154.740478515625, -106.19091796875, -135.4981689453125, -151.052734375]",A short story,allenai/OLMo-2-1124-13B
1.2216217610306506,"[-0.26083527670966256, 1.723240902549342, 0.8125849184782609, 0.6628840519831731, 1.4153044327445652, 1.2839799360795454, 1.4834103791610054, 1.935898917061942, 1.6081362123842593, 1.5516131365740742]","[-80.27068042755127, -44.5631103515625, -81.341796875, -78.2740478515625, -49.71162414550781, -52.335205078125, -35.529510498046875, -36.95647430419922, -66.822021484375, -52.16094970703125]","[-75.57564544677734, -77.3046875, -100.03125, -95.509033203125, -82.26362609863281, -80.582763671875, -69.64794921875, -77.6103515625, -110.24169921875, -94.05450439453125]",A short story,allenai/OLMo-2-1124-13B
1.1563050072560008,"[-0.1606174045138889, 1.1573350694444444, 1.1511269846270162, 0.7475543551974826, 1.9893362862723214, 1.58232421875, 1.61275390625, 0.9977903623838682, 1.3774617513020833, 1.1079845428466797]","[-70.7021484375, -88.9862060546875, -55.42913818359375, -77.95816040039062, -54.92236328125, -75.77685546875, -54.46826171875, -95.86300659179688, -39.427734375, -67.68438720703125]","[-67.81103515625, -120.2342529296875, -91.11407470703125, -104.8701171875, -110.623779296875, -123.24658203125, -94.787109375, -132.78125, -72.48681640625, -103.139892578125]",A short story,allenai/OLMo-2-1124-13B
1.0467486179815524,"[0.053624306955645164, 0.9579296875, 0.9908523559570312, 1.1729929070723684, 0.617204486199145, 0.7562421526227678, 1.5635595882640165, 1.3993966238839286, 1.4195587158203125, 1.3217818648726851, 1.2610921086491764]","[-96.156982421875, -70.1357421875, -42.93096923828125, -35.314697265625, -137.7925567626953, -68.47903442382812, -69.40879821777344, -36.8333740234375, -56.98869323730469, -46.01409912109375, -66.97652435302734]","[-97.8193359375, -94.083984375, -66.71142578125, -57.6015625, -170.50439453125, -94.947509765625, -122.56982421875, -66.220703125, -92.4776611328125, -81.70220947265625, -113.63693237304688]",A short story,allenai/OLMo-2-1124-13B
1.301710964497167,"[0.1304253472222222, 1.0733358561992645, 0.9308752111486487, 1.0855224609375, 1.3837214878627233, 1.4073301702737808, 1.1636484265327454, 1.310065228006114, 2.307856241861979, 2.4513829549153647, 1.0659305348115808, 1.310437654194079]","[-59.12890625, -74.69589042663574, -78.02430725097656, -35.4970703125, -55.97259521484375, -60.79431486129761, -72.73342287540436, -48.484222412109375, -56.239013671875, -27.00464630126953, -80.4248046875, -69.347900390625]","[-61.4765625, -109.0426378250122, -112.46669006347656, -57.20751953125, -94.716796875, -105.8288803100586, -107.64287567138672, -78.61572265625, -111.6275634765625, -63.775390625, -116.66644287109375, -119.14453125]",A short story,allenai/OLMo-2-1124-13B
1.1106570362788952,"[0.03125, 0.27777489371921704, 0.3916015625, 0.82216796875, 2.3123256138392856, 1.5298435377038044, 1.1172705078125, 1.4473854064941407, 1.6151409149169922, 1.7983489036560059, 0.8741180896759033]","[-4.96875, -90.07147216796875, -165.13330078125, -90.4521484375, -18.69970703125, -45.8057861328125, -49.279296875, -39.500450134277344, -67.92628860473633, -56.32319641113281, -74.89446258544922]","[-5.0, -96.46029472351074, -190.19580078125, -115.1171875, -51.072265625, -80.9921875, -77.2110595703125, -61.21123123168945, -109.91995239257812, -113.870361328125, -102.86624145507812]",A short story,allenai/OLMo-2-1124-13B
1.0441314817188807,"[-0.1091104234967913, 0.8857654389880952, 0.4521946498325893, 0.9334004720052084, 1.3903671695340065, 1.3858561197916666, 1.6131880387015964, 0.998939695812407, 1.8465821743011475]","[-101.51441955566406, -63.19189453125, -171.73587036132812, -54.445556640625, -64.80247211456299, -59.60791015625, -46.211181640625, -46.80137634277344, -86.84040069580078]","[-98.4593276977539, -81.79296875, -203.38949584960938, -76.84716796875, -107.90385437011719, -101.18359375, -83.31450653076172, -67.77910995483398, -145.9310302734375]",A short story,allenai/OLMo-2-1124-13B
0.9218308786997407,"[0.10696029663085938, 0.9816539287567139, 0.6486612955729166, 0.6669547341086648, 0.924822998046875, 1.2650227382265289, 1.0925056703629032, 1.5453973452250163, 1.0644989013671875]","[-113.540283203125, -51.23494052886963, -89.2802734375, -172.52816772460938, -102.50341796875, -65.23304176330566, -56.1865234375, -65.22082805633545, -71.5997314453125]","[-116.9630126953125, -70.8680191040039, -112.632080078125, -216.54718017578125, -139.496337890625, -101.918701171875, -90.05419921875, -111.58274841308594, -101.40570068359375]",A short story,allenai/OLMo-2-1124-13B
1.0997248042580015,"[0.2553814619015425, 1.2090236779415247, 0.48940729777018227, 1.6059651692708334, 0.9228836862664473, 0.8804386683872768, 1.5454744037828947, 1.7229891640799386, 1.265959708921371]","[-113.18989562988281, -77.66978454589844, -175.78170776367188, -65.813232421875, -89.198974609375, -62.81842041015625, -39.701171875, -81.90250205993652, -55.0238037109375]","[-123.14977264404297, -117.56756591796875, -212.48725509643555, -113.9921875, -124.2685546875, -87.470703125, -69.065185546875, -142.20712280273438, -94.2685546875]",A short story,allenai/OLMo-2-1124-13B
1.027595829323886,"[-0.15462914828596444, 0.7424853234677702, 0.9117562430245536, 1.4815414746602376, 1.0708226913060896, 1.5350567853009258, 1.1166163477404365, 1.0964262390136719, 0.9776607751846313, 1.4982215618265087]","[-124.09838104248047, -62.428884744644165, -76.70944213867188, -47.0689811706543, -97.8673095703125, -54.6484375, -74.05855560302734, -55.9561653137207, -69.56280899047852, -71.94873046875]","[-119.6141357421875, -89.90084171295166, -108.62091064453125, -82.6259765625, -139.62939453125, -96.094970703125, -106.4404296875, -83.3668212890625, -100.84795379638672, -115.39715576171875]",A short story,allenai/OLMo-2-1124-13B
1.3603876222736502,"[0.0185546875, 0.5226339364980722, 1.2432506930443548, 2.6388380262586804, 1.8231703814338236, 1.1254959106445312, 2.1558837890625, 1.1961935043334961, 1.413134699282439, 1.4667205946786064]","[-74.732421875, -225.77452087402344, -83.165283203125, -28.24627685546875, -35.074462890625, -83.885498046875, -85.800048828125, -105.68335723876953, -61.568946838378906, -73.82469129562378]","[-75.21484375, -266.017333984375, -121.7060546875, -75.745361328125, -66.068359375, -119.9013671875, -150.4765625, -153.53109741210938, -94.071044921875, -125.159912109375]",A short story,allenai/OLMo-2-1124-13B
1.2723088033558756,"[-0.3237027168273926, 1.235565185546875, 0.9112548828125, 1.1765078590029763, 0.9220355489979619, 2.322509765625, 1.001188858695652, 2.4100062052408853, 1.3844184875488281, 1.0942538125174386, 1.8613589477539063]","[-89.43350028991699, -50.125823974609375, -55.2705078125, -47.7254638671875, -74.40866088867188, -58.76953125, -67.21875, -55.040260314941406, -44.33750915527344, -51.79606056213379, -52.696632385253906]","[-82.95944595336914, -73.6015625, -73.49560546875, -72.43212890625, -95.615478515625, -95.9296875, -90.24609375, -105.650390625, -72.02587890625, -74.775390625, -99.23060607910156]",A short story,allenai/OLMo-2-1124-13B
1.1633302657914397,"[-0.0560667558149858, 1.2907986111111112, 1.2392919601932648, 1.1076158796037947, 0.9697179794311523, 0.9760091145833333, 1.4358802040417988, 2.009545644124349, 1.497179754849138]","[-165.61865997314453, -59.28515625, -44.39274024963379, -72.78948974609375, -65.60891723632812, -66.858154296875, -55.820894718170166, -48.307037353515625, -44.2362060546875]","[-162.5349884033203, -94.13671875, -82.810791015625, -103.802734375, -96.639892578125, -96.138427734375, -90.28201961517334, -96.5361328125, -87.6544189453125]",A short story,allenai/OLMo-2-1124-13B
0.9547124162914049,"[0.006623298891129032, 0.884765625, 0.8694069602272727, 0.9819261955492424, 0.4241269239738806, 0.89404296875, 1.1923828125, 1.0695685024919181, 1.545802723277699, 1.678478152252907]","[-95.168701171875, -67.76171875, -58.5458984375, -106.1884765625, -162.00186157226562, -139.7122802734375, -60.671875, -61.826629638671875, -51.392913818359375, -93.034423828125]","[-95.3740234375, -91.650390625, -77.6728515625, -138.592041015625, -190.41836547851562, -195.1429443359375, -94.05859375, -92.8441162109375, -85.40057373046875, -165.208984375]",A short story,allenai/OLMo-2-1124-13B
1.1126613041484288,"[0.1304253472222222, 0.45649925867716473, 0.956328361265121, 1.6805419921875, 1.834267064144737, 1.4456646863151998, 0.9507378472222222, 1.7015228271484375, 1.1385028545673077, 0.832122802734375]","[-59.12890625, -107.02534484863281, -74.4588623046875, -53.2841796875, -42.3359375, -78.8671760559082, -31.0966796875, -37.679283142089844, -86.668701171875, -62.937744140625]","[-61.4765625, -128.93730926513672, -104.10504150390625, -90.256103515625, -77.18701171875, -128.019775390625, -48.2099609375, -68.30669403076172, -131.0703125, -82.90869140625]",A short story,allenai/OLMo-2-1124-13B
1.0545364548830671,"[0.03125, 0.27777489371921704, 0.24316914876302084, 0.6393980138442096, 0.5233107346754807, 1.1379107306985294, 1.9736671447753906, 1.0540380063264265, 2.1425094604492188, 2.0888947196628735, 1.2315512554986137, 1.3109633501838236]","[-4.96875, -90.07147216796875, -46.107177734375, -83.30549621582031, -51.6492919921875, -82.92626953125, -74.8291015625, -45.789703369140625, -2.875274658203125, -46.585548400878906, -62.57207250595093, -77.267578125]","[-5.0, -96.46029472351074, -51.9432373046875, -105.04502868652344, -65.25537109375, -121.615234375, -137.9864501953125, -70.03257751464844, -11.4453125, -94.630126953125, -97.05550765991211, -121.84033203125]",A short story,allenai/OLMo-2-1124-13B
0.7779765329866911,"[-0.04458279079861111, 0.81325927734375, 0.6564750211784639, 1.1825080539869226, 0.9258233347246724, 1.1343763014849495]","[-87.85107421875, -59.8983154296875, -187.9837646484375, -154.8667221069336, -62.127601623535156, -75.86962127685547]","[-86.6473388671875, -80.22979736328125, -242.47119140625, -236.45977783203125, -90.828125, -114.43841552734375]",A short story,allenai/OLMo-2-1124-13B
1.0669393440686123,"[-0.1020038311298077, 0.809892578125, 0.5258576251842357, 1.2922169310706002, 1.4319036923922026, 1.073944091796875, 1.420210723876953, 1.763882460417571, 1.3686762417063993, 1.0848129272460938]","[-83.6318359375, -60.544921875, -140.1884241104126, -78.13265526294708, -75.32634925842285, -37.08538818359375, -45.191524505615234, -50.108083724975586, -57.05988693237305, -80.82037353515625]","[-80.979736328125, -80.792236328125, -168.58473587036133, -114.31472933292389, -112.55584526062012, -58.56427001953125, -80.69679260253906, -97.73291015625, -103.59487915039062, -124.212890625]",A short story,allenai/OLMo-2-1124-13B
1.3051972553679094,"[0.16691267079320446, 1.8903478539508323, 1.0612612123842593, 1.0182773365693933, 1.3610435934627758, 1.4066115870620266, 1.648079462673353, 2.14029541015625, 1.4226144643930287, 0.9365289622339709]","[-77.03354835510254, -59.2944450378418, -54.684814453125, -81.8221664428711, -79.78060913085938, -83.72216796875, -43.86474883556366, -52.9521484375, -56.32647705078125, -67.54024505615234]","[-81.87401580810547, -102.77244567871094, -83.3388671875, -116.44359588623047, -126.05609130859375, -130.14035034179688, -81.77057647705078, -95.758056640625, -93.314453125, -94.6995849609375]",A short story,allenai/OLMo-2-1124-13B
1.1570571130865193,"[0.20823189064308448, 0.4469921875, 0.9808316911969867, 1.685373306274414, 1.0171342690785725, 2.2848796015200405, 0.6801715719288793, 1.4305245535714286, 1.42671875, 1.4097133091517857]","[-87.03610229492188, -61.5888671875, -96.87562561035156, -77.16766357421875, -64.60298156738281, -36.83842468261719, -68.9776611328125, -48.291015625, -61.28564453125, -79.7283935546875]","[-92.65836334228516, -72.763671875, -138.070556640625, -131.099609375, -92.06560683250427, -89.39065551757812, -88.70263671875, -78.33203125, -96.95361328125, -129.068359375]",A short story,allenai/OLMo-2-1124-13B
1.0261471801305566,"[0.07990056818181818, 0.8696517944335938, 0.6197453090122768, 1.4393833773476736, 1.123746584539544, 1.16899615839908, 1.0963924632352942, 1.0655809599777748, 1.7719274060479526]","[-70.56640625, -103.93441772460938, -90.44062805175781, -98.28826880455017, -184.81375694274902, -42.04514408111572, -36.552734375, -129.2996063232422, -59.822845458984375]","[-72.32421875, -138.72048950195312, -112.1317138671875, -148.66668701171875, -266.84725761413574, -64.25607109069824, -55.19140625, -191.10330200195312, -111.208740234375]",A short story,allenai/OLMo-2-1124-13B
1.0044691490109865,"[-0.2768931137888055, 1.6446019222861843, 0.8017238270152699, 0.6838592529296875, 1.0075107150607638, 1.3876953125, 1.7863473158616285, 1.1884024693415716, 0.8169746398925781]","[-94.66766929626465, -46.0572509765625, -57.04017639160156, -144.07717895507812, -86.68353271484375, -47.775390625, -58.366493225097656, -45.65359878540039, -125.34976196289062]","[-89.40670013427734, -77.3046875, -74.6781005859375, -178.2701416015625, -122.95391845703125, -75.529296875, -104.8115234375, -76.55206298828125, -164.56454467773438]",A short story,allenai/OLMo-2-1124-13B
1.1128890618066918,"[-0.12300382341657366, 0.8188423945985991, 1.1895500631893383, 1.3923192517510776, 1.046415849165483, 1.2305675853382458, 1.7899849244526453, 1.5085318429129464, 1.3870891288474754, 0.8885934012276786]","[-99.9397201538086, -75.56222534179688, -81.994873046875, -72.9910888671875, -118.57818603515625, -69.94746780395508, -78.04485082626343, -54.760406494140625, -51.44602966308594, -59.55023193359375]","[-96.49561309814453, -99.30865478515625, -122.4395751953125, -113.36834716796875, -164.6204833984375, -110.55619812011719, -128.1644287109375, -107.55902099609375, -88.89743614196777, -90.6510009765625]",A short story,allenai/OLMo-2-1124-13B
0.8920452052166512,"[0.03038287984913793, 0.9045973557692307, 0.9036738954741379, 1.0297522911658654, 1.1436907450358074, 0.8752010964058541, 1.2030718711114698, 0.9629836309523809, 0.8533265356924019, 1.0137717507102273]","[-92.321044921875, -68.720703125, -65.40869140625, -61.5638427734375, -46.041168212890625, -93.02329063415527, -50.000094413757324, -39.6416015625, -126.94741821289062, -48.50048828125]","[-93.2021484375, -92.240234375, -91.615234375, -88.33740234375, -73.48974609375, -125.40573120117188, -87.29532241821289, -59.8642578125, -170.46707153320312, -81.9549560546875]",A short story,allenai/OLMo-2-1124-13B
1.1356190896419514,"[0.1304253472222222, 1.330309549967448, 1.37017822265625, 1.2413294865534856, 1.1629749644886365, 1.1222457885742188, 1.362890625, 1.4383759932084517, 1.4287792387462797, 0.7686816800025201]","[-59.12890625, -69.950439453125, -60.2412109375, -49.448272705078125, -55.19775390625, -33.13787841796875, -61.755859375, -35.57057189941406, -31.991241455078125, -53.236053466796875]","[-61.4765625, -101.87786865234375, -95.8658447265625, -81.72283935546875, -80.783203125, -60.07177734375, -102.642578125, -67.21484375, -61.99560546875, -77.065185546875]",A short story,allenai/OLMo-2-1124-13B
1.4222147121663775,"[0.03125, 0.35575259815562854, 0.6169840494791666, 1.0120020899279365, 1.9477632962740385, 4.062268938337054, 1.330193110874721, 1.5368365119485294, 1.53640625, 1.864590552545363, 1.3503144362877155]","[-4.96875, -80.70562744140625, -119.12646484375, -59.334144592285156, -41.2142333984375, -7.595367431640625, -67.70606994628906, -33.039794921875, -53.3369140625, -64.82684326171875, -51.70489501953125]","[-5.0, -88.53218460083008, -148.74169921875, -88.68220520019531, -66.53515625, -36.03125, -104.95147705078125, -59.166015625, -91.7470703125, -122.629150390625, -90.864013671875]",A short story,allenai/OLMo-2-1124-13B
1.0932837168542542,"[-0.09289932250976562, 1.375000794728597, 0.505859375, 0.8086549941807577, 2.5741038602941178, 1.3889825994318181]","[-101.298095703125, -60.702205657958984, -185.012451171875, -165.4182586669922, -37.896484375, -41.744873046875]","[-98.3253173828125, -93.70222473144531, -221.940185546875, -224.4500732421875, -81.65625, -72.302490234375]",A short story,allenai/OLMo-2-1124-13B
0.8537431922922719,"[0.07253043882308467, 0.7161956787109375, 0.5202774872650971, 1.0817164829799106, 1.4688100814819336, 1.256036631266276, 0.8606355455186632]","[-90.36264038085938, -79.8941650390625, -155.26087951660156, -75.36526489257812, -75.28193092346191, -60.219444274902344, -69.98082733154297]","[-92.611083984375, -108.5419921875, -193.76141357421875, -113.225341796875, -125.22147369384766, -97.90054321289062, -93.21798706054688]",A short story,allenai/OLMo-2-1124-13B
1.0706564930967388,"[0.100677490234375, 0.9548062411221591, 1.3694961071014404, 0.7910412258572048, 1.2562925277217742, 0.6437424879807693, 1.2747844827586208, 0.8653564453125, 1.804759837962963, 1.1961159339317908, 1.5201486440805287]","[-87.4345703125, -88.44842529296875, -70.3577651977539, -109.27936553955078, -67.793212890625, -73.015625, -75.892578125, -106.32421875, -77.517578125, -77.99794006347656, -58.78424072265625]","[-90.45489501953125, -119.95703125, -114.181640625, -144.876220703125, -106.73828125, -89.7529296875, -112.861328125, -140.9384765625, -126.24609375, -109.09695434570312, -98.30810546875]",A short story,allenai/OLMo-2-1124-13B
1.0439941806246955,"[-0.17948413717335668, 1.2900183899649258, 1.119257673140495, 0.9159376356336806, 1.3227286503232758, 0.830823396381579, 1.5630758185135691, 1.6256510416666667, 0.8837127685546875, 1.0682205692414315]","[-115.28868865966797, -48.35251986980438, -50.405694246292114, -72.04963684082031, -66.83056640625, -46.72021484375, -35.35307312011719, -56.239013671875, -50.80033874511719, -80.52481079101562]","[-110.08364868164062, -85.76305317878723, -85.10268211364746, -96.77995300292969, -105.189697265625, -62.505859375, -65.051513671875, -100.131591796875, -78.1954345703125, -113.6396484375]",A short story,allenai/OLMo-2-1124-13B
1.1985083317991037,"[0.0185546875, 0.6345966045673077, 1.6986289188779633, 0.9362637768053028, 1.597787996617759, 1.9992769681490385, 1.3249901304853724, 1.3779675713900863]","[-74.732421875, -199.947021484375, -64.38261413574219, -212.97201538085938, -81.12057495117188, -50.119140625, -98.7393798828125, -57.9915771484375]","[-75.21484375, -241.19580078125, -113.64285278320312, -281.3192710876465, -146.6298828125, -102.100341796875, -161.013916015625, -97.95263671875]",A short story,allenai/OLMo-2-1124-13B
1.0384834098147702,"[-0.2908804893493652, 1.7344649465460527, 0.995361328125, 0.8021375868055556, 0.634229736328125, 1.1180623372395833, 0.5409910140498992, 1.8008615594161184, 1.6445287068684895, 1.0463323593139648, 1.3972284226190477]","[-89.82880210876465, -44.349853515625, -46.866943359375, -49.82421875, -74.72457885742188, -57.82275390625, -70.21395874023438, -47.95867919921875, -37.7115478515625, -31.367877960205078, -35.7763671875]","[-84.01119232177734, -77.3046875, -67.76953125, -64.2626953125, -90.580322265625, -84.65625, -86.98468017578125, -82.175048828125, -77.18023681640625, -52.294525146484375, -65.1181640625]",A short story,allenai/OLMo-2-1124-13B
1.0395188633782044,"[-0.1480224609375, 0.562643323625837, 0.8619622124565972, 1.2171588766163792, 0.9301112697970483, 1.2766522357338352, 1.4775347028459822, 1.4791259765625, 1.295717511858259, 1.527890625, 0.9539332236013105]","[-69.0570068359375, -75.88450622558594, -101.14190673828125, -77.930908203125, -64.03120136260986, -84.73186683654785, -73.15576171875, -70.69677734375, -70.88592529296875, -71.408203125, -62.387420654296875]","[-66.0965576171875, -91.63851928710938, -132.17254638671875, -113.228515625, -92.86465072631836, -133.2446517944336, -114.5267333984375, -106.19580078125, -107.166015625, -109.60546875, -91.9593505859375]",A short story,allenai/OLMo-2-1124-13B
0.8029839332171165,"[0.1315013744212963, 1.0066158410274622, 0.644926297037225, 0.7131993910845589, 0.3573127834276221, 0.8398887232730263, 1.2698324294317336, 1.4605946260340072]","[-66.032470703125, -80.768310546875, -54.75941705703735, -90.67626953125, -196.11721801757812, -116.1199951171875, -92.81986999511719, -35.964813232421875]","[-69.5830078125, -113.98663330078125, -67.01301670074463, -114.925048828125, -227.20343017578125, -163.99365234375, -146.15283203125, -60.794921875]",A short story,allenai/OLMo-2-1124-13B
