AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,bin,similarity_score,story_type
3ZAK8W07I50VYU7L1KD9QYNXLUHU0O,2727,2V91VY4N,30.0,man,white,2.0,1.0,3.0,4.0,4.499809670330264,The 300 miles trip I made doing evaluations of businesses.,retold,When i got a flat tire.,0.5,3R2UR8A0IB28IFTZ8AQ706IJVFDOXH,,,,"This story is about a road trip i made to do mystery evaluations on some businesses. That day i knew i had a long day ahead of me. around 300 miles of roads where I've never been. I left early so i could have time since I imagined it would take me an hour to finish an evaluation. Everything went well at the first stop, people were great and the evaluation went well. I stopped to eat something and then i was on my way, but from now on it was everything new for me. An hour later i was at the next stop and i didn't like how the people treated me here, they got a bad score of course. The next 3 stops went smooth and them my favorite part of the trip started. I got to a coastal town where they had stunning beaches where coconut trees were on the sides of the road for like 2 miles. Unfortunately i got a flat tire there and had to stop for like half an hour. For a moment i was really scared because i didn't know anyone there and was alone but some people told me where to go and managed to get someone to do the job. After that when i was at the last place of evaluation i witnessed an accident. Luckily no one died, a woman broke her leg though, it got to me for a moment, but i managed to finish. Ready to go home i bought a beer first to calm myself down. After 3 hours i was home. It was a memorable trip for me, a lot of things happened, but i managed to get it done and now it's something nice to remember.",1.0,"I was offered to do some evaluation job on certain businesses located in a place i've never been. I saw a lot of things, beautiful landscapes, captivating beaches, amazing landmarks, nice cities, and warm people, i got a flat tire, witnessed a traffic accident, but i enjoyed the day.",90.0,Retold,0.7062275,Retold
32KTQ2V7RE1UHGQPSE5GSZ7W50YM9W,526,ZAH57QQ4,30.0,man,white,2.0,3.0,4.0,5.0,4.787491742782046,My mother's passing.,retold,I found out she had passed,0.375,3QILPRALQ6H0LTSFZNE25I1LGLVN85,,,,The story is about my mother unexpectedly passing away. She was found on her apartment floor. She had a lot of health issues due to the way she lived her life. Smoking and drinking throughout most of it. We never had the type of relationship I wanted but I am learning to be more at peace with it now.  When I first found out I was upset but I was still felt ok. Then I talked to my brother on the phone and next think I know I was talking weird. My blood pressure spiked I was having a panic attack. My fiance rushed home to find me on the floor. She wanted me to go to the hospital but I could not do it. I pleaded with her not to go just let me lay. I did lay down and was able to calm myself. I scheduled a doctors appt to get some medicine to help me cope. I know am finally learning to be at peace with it and putting more time into my relationship with my 4 year old son. My mothers passing is behind me and I can move on. May she rest in peace with my father.,4.0,My mother unexpectedly passed away. It was how it affected me during her passing and how I took it. The entry also states how I overcame my issues with it.,120.0,Retold,0.7060849,Retold
3OVHNO1VE7N6JD2PJJ0CMXMV45MDZ1,3217,9DKO1QNB,25.0,man,asian,1.0,1.0,5.0,5.0,5.3471075307174685,about my friend's wedding.,retold,I met someone and hit it off.,1.0,39N5ACM9HF902JN2KUX8931RS1F9PV,,,,I was invited to my friend's wedding.  When I got the invitation in the mail I couldn't believe it.  He was one of the least likely friends to get married.  He was not the type that would settle down and start a family or commit to a long term relationship.  He was a traveler and could not stay in one place for long. When we graduated from high school we had gone our separate ways.  I went to study at university and he had joined the military.  We lost touch for a bit and I had not heard from him in a while.  Getting the wedding invitation was a surprise and I could not wait to see my friend again. We lived on different sides of the country so I decided it would be easiest to take a flight there.  The flight went smooth and I arrived at the destination right on schedule.  My friend picked me up from the airport.  We caught up on the drive to the wedding venue.  My friend was really happy and I was happy for him.  Everything was going great in his life. We got to the wedding just in time and I took my seat.  My friend and his wife were a lovely couple and I was glad to see my friend again doing so well.  After the wedding there was the beautiful reception.  Besides some of my friend's family there was not many people that I knew.  Most of the people there were friends of the bride or people that my friend knew or worked with. That is when I met her.  She was seated across from me at the table and once we locked eyes I could feel an immediate connection.  She was a friend of the bride and she did not know many of the people at the wedding either.  We ended up sitting next to each other talking all night long and really hit it off.  Little did we know that night was start of an amazing relationship for the two of us.,1.0,I attended a friend's wedding.  One of the least likely of my friends to get married.  I met someone at the wedding and we hit it off.,210.0,Retold,0.70604485,Retold
3XUHV3NRVLKPOFN2YRCMOEUYVY55HT,1658,ZBLC1SDK,30.0,woman,black,1.0,1.0,5.0,5.0,5.3471075307174685,The most memorable surprise party of my life,retold,When i saw my husband and mum,0.5,39DD6S19JQXBBJGPFEBWSF4GR6MZEG,,,,"I have always loved surprises but sadly i have just had a few in my lifetime. My birthday was fast approaching and i was really enthusiastic about it , i tried so hard not to remind my husband about it because i felt he had something in mind and it would ruin the surprise. That day finally came and i was totally excited right from the moment i opened my eyes. But my excitement was ephemeral because ,my husband didn't even seem to notice me that day , he had this kind of stern look on his face and told me that he would be travelling that same day. I was totally flabbergasted. I was almost tempted to remind him but i was already pissed that he didn't even remember it was my birthday. All my hopes for a surprise party just came crashing down. After he left the house i prepared the kids for school, didn't really expect them to remember though , still felt it would be cool if they did. I set out for work and had divided attention because i felt my phone would ring anytime and i would have my hubby sing a birthday song for me.  What i got was more and more work , my supervisor gave me loads of work and my colleagues who always gave me birthday wishes didn't even  seem to notice me. I later gave up and said to myself well , ""This should be the worst birthday ever"".When i got home , i was exhausted and famished , on entering the door i had a loud shout of ""Happy birthday"", i can say i literally ran off my skin , tears of joy overwhelmed me .I was totally swept off my feet , to my surprise i saw my husband , which i later knew he was feigning the serious look and the travel plan , i was really excited ,my colleagues and supervisor were all there. What was really memorable was the birthday song my kids sang for me and the flowers they presented and also the fact that my mom was able to make it despite the fact that she was critically ill.  I received loads of gift from my husband and some items when i earlier did some window shopping with him was given to me. I really had the best time of my life and had so much fun. This is the best and most memorable and surprising birthday party i have ever had ; thanks to my lovely husband and kids .",1.0,It was my recent birthday party. I was totally caught unawares by my husband and family.I had the best birthday gifts ever,210.0,Retold,0.7056276,Retold
30JNVC0ORA6EH160IJ0PMPPPX9SHQI,738,RQ0IYNZS,40.0,man,white,2.0,3.0,4.0,5.0,4.787491742782046,my wedding day and our new marriage.,recalled,certain family were there to offer us well-wishes.,0.5,,,,,"I was married four months ago to the woman I love.  It was a very emotional event, as it became clear to me that my life was going to change in many different ways.  In fact, it's changed in ways I didn't even realize until now!  When we exchanged vows, it became real and when we were united, I felt that my life belonged to someone else.  We understood that there would be difficult times, but there would also be joys.  I believe we're both strong enough to get through the rough times.  It was emotional seeing her walk down the aisle, knowing that she too was vowing to change her life forever to be with me.  With all our family and friends around, it was a major event in our lives.  The well-wishes and happy thoughts we received from people were very touching.  Seeing everyone come together for our special event was a moment I won't forget.  The excitement and jubilation of everyone was infectious.  The planning was difficult but it was all worth it on that special day.  I hope that we can keep that feeling going through the rest of our marriage.  I know that with the help of our family and friends, we will.  Our love will get us through.",2.0,"I got married a few months ago and it was a very emotional time for everyone.  Family and friends were there to offer us well-wishes, and their continued support will see us through the difficult times in our marriage.",120.0,Recall,0.7055109,Recall
37ZHEEHM6X8PHBUM7Z2HI47KYMH737,496,ISD4PJRG,30.0,man,asian,1.0,1.0,1.0,2.0,5.1929568508902095,a friend's wedding.,retold,I got to see old friends I didn't expect to be there.,0.375,3NS0A6KXC5U9VXCGL91KSIPS35CGZQ,,,,"I went to a wedding for one of my closest friends. It was out of town and took me about 4 hours to drive there. It was nice catching up with lots of old friends I saw there. There were lots of people I didn't expect to be there. It was a nice surprise. I had a lot of fun catching up with everyone there. I didn't want to go at first because it was kind of far away. Also I was moving that weekend. I decided to go after my friend, the groom, asked me over and over again on the phone. I'm glad I ended up going. I probably wouldn't have he didn't call me up personally to try and persuade me to come. It was a decently lengthy road trip and I'm glad the weather was nice. I planned to go and come back the same day but that didn't end up happening. I decided to spend the night out of town. I ended up having more fun than I planned. It was a great trip overall.",1.0,I went to a wedding for one of my closest friends. It was out of town and I got to see old friends there.,180.0,Retold,0.705311,Retold
3X1FV8S5JYDSMD76KCCH7CCW6IQGVD,1779,CRV5C0I3,30.0,man,indian,1.0,2.0,3.0,4.0,4.787491742782046,repairing a friendship after a fight,retold,My friend invited me to his wedding after not speaking for two years,1.0,33M4IA01QHNBFSLF027BU1NO620RXW,,,,"One morning, out of the blue, I received an unexpected text messagefrom a friend whom I had not talked to in almost two years. We hadpreviously been friends and would meet up for movies, meals, and otheractivities before we had a falling apart. I had helped him through avery difficult period in his life when he experienced the loss of twoclose family members. I was glad to be there for him, but personalitydifferences created tensions that eventually came to a head aroundlate 2017, when we had a bit of a fight and stopped speaking to oneanother. I was regretful of some of the things I'd said during thefight and tried to make amends, but he was not interested. At the time he texted me, I had pretty much just written off thefriendship and assumed we would never speak again. I had thought ofnot replying, due to the bad experience of the past interactions. However, I was concerned that something may have gone wrong for him tocontact me, of all people, and replied. He had contacted me to inviteme to his wedding, which would happen in a few weeks. I was verysurprised, and told him I would definitely consider going, though itwas short notice. I couldn't decide whether to go to the wedding or not for the next fewweeks. I didn't know if it would be a good idea based on how badlythings had gone in the past. I eventually decided to go, just out ofcuriosity to see what happened. I'm glad I went. The wedding was avery nice ceremony, and I got to meet some very nice people there. Ihad a brief chat with my estranged friend, and things seemed to begoing much better for him. I was happy for him, and got to meet hiswife, who was very nice. The food and reception were very nice, and Ileft feeling like we were on good terms again. I think it was nice toget a second chance to repair the friendship that I'd previously givenup on.",2.0,"My friend V., whom I had not talked to in almost two years, texted me out of the blue. It turns out he wanted to reconnect and invite me to his wedding. I decided to go, and had a good time.",120.0,Retold,0.7052879,Retold
3TR2532VIQGHYPI6RAPCSXOD2GGJ6C,3468,8EQQRZIU,30.0,woman,black,3.0,1.0,3.0,4.0,4.787491742782046,attending a friend's baby shower.,retold,a stranger from the shower ended up having many connections with me.,1.0,3QJOXOW4XKDBCCH60PL2KD87BYAEMB,,,,"Roughly three months ago I attended a baby shower for a friend of one my husband's friends. While I already knew the parents to be, I was still rather anxious about it because the overwhelmingly large majority of the guests would be people who I hadn't met before.  I generally get anxious about events since I don't know many people here. After arriving we sat on the roof top deck with a few others. It felt a bit lonely at first but after a while I began to relax. I was able to just hang out with others instead of feeling like an outsider. While there my husband and another guy sparked up a conversation. They found out that they've both worked for the same company. As the conversation progressed, we realized that the other guy and I were from the same city and he and my older brother attended the same high school at the same time. We all had a lot of fun conversing and enjoying the food. Upon leaving we all talked a bit more. I mentioned my high school to which the guy responded his sister went there. I asked for her name and realized she was someone I had known since middle school. It was so crazy to find out all these connections to someone who started off a total stranger. After the shower a few of us walked to the beach to finish a great day.",1.0,I was very nervous about attending a baby shower where i wouldn't know people very well. I ended up having a good time in the end.,120.0,Retold,0.7050941,Retold
3RYC5T2D74F66JJOEBXU0O1MTN6PRG,3131,M5QUP5N6,30.0,woman,white,1.0,1.0,2.0,3.0,5.010635294096256,the first day of vacation.,retold,how we were able to rekindle our romance so quickly and connect.,0.625,3OVHNO1VE7N6JD2PJJ0CMXMVYXZZDE,,,,"The first day of vacation we left with high hopes of being able to be closer to each other, as it seemed we had been growing apart over the last year. We flew to Florida, and the excitement was palpable. We went straight to our room to change and then headed back out to the shopping district. I had a special surprise for him. I had booked as to do a Star Wars VR experience. It was so much fun and for the first time in a long time I was able to forget about the stressors at home and just relax and have fun as a couple. Then we went to lunch and had a few drinks. It amazing how fast you can reconnect when there are no outside forces to pull you out of the moment. That night we had a romantic dinner atop a restaurant overlooking the fireworks. It was like after one day we had rekindled what we had lost just by being able to shut out the outside world. It was the prefect way to start out vacation. It was like we were finally back to our old selves. We had let little things get in our way, but with those things far away back home, we could just focus on each other. I went to bed on cloud nine. And we went on to have a fabulous vacation.",1.0,"My husband and I went on vacation. We were able to rekindle our love after just one day. We had fun shopping and doing VR, and then ended the night with a fantastic dinner.",150.0,Retold,0.70371526,Retold
3HWRJOOET6OEA7UBKMHOWM7DNIUSED,1717,BGFW2FIW,35.0,woman,hisp,1.0,1.0,2.0,4.0,1.9459101490553128,spending time with family on my birthday.,recalled,my oldest daughter visited from college.,-0.25,,,,,This last weekend was my birthday. My oldest daughter is out of town going to school and tried to get the day off. I don't get to see her often so I was looking forward to it. She called to tell me that they wouldn't give her the day off. I was really sad but I understood. At the last minute she called and said that someone worked a double shift so she would be able to come over for my birthday. They have been short staffed and the girl doing the schedule didn't ask my daughter if it was okay to put her on for the day she asked off. So her boyfriend worked and took another shift from someone that would come in and work for my daughter. I was really happy to find out she would be able to come because I only get to see her every couple of months. She came over and spent the whole day with me. She brought me breakfast and a new charm for my bracelet. We spent a relaxing day just hanging out. We went to Hobby Lobby and looked around but I couldn't find anything I liked. So we came home and had dinner. After dinner we had cake and it started to get dark. She headed home and text me when she made it.,1.0,My daughter surprised me on my birthday. I thought she was going to have to work but she took the day off work and came to visit. I spent the whole day with my family.,7.0,Recall,0.70310026,Recall
3BV8HQ2ZZXN6XWF2X4CZZYLU9V3A65,5964,TVX1F7RK,25.0,man,black,3.0,5.0,5.0,5.0,136.33257445174794,About how I become doctor.,recalled,When I unexpectedly got this.,-0.5,,,,,"I remember the day we had our counselling after the results were out. I had worked immensely hard for the last one year and was really hoping to get a seat in GMCH. When my seat got confirmed there, I was elated. But more than me, my parents were happy. It was nice to see their proud faces. But that's a story for another day. Today is about the person who was the happiest that day - My GRANDFATHER. On the day of counselling, he accompanied me the office of the Director of Medical Education. On seeing my name in the list of the selected candidates for GMC, he was elated beyond measures. It could be seen in his face; it was being reflected in his eyes and his voice. We went home after the counselling was over. As the entire family sat for lunch, he suddenly called me to his room. I went inside grandpa gave me a box, somewhat twice the size of a typical geometry box, and it looked very old. I opened the box - it contained the equipments I'd be needing for MBBS in the 1st year. I smiled as he gave the box to me. He then said the following words which I'll never be able to forget. He said - “Annu, I had brought this set almost 20 years back. As I was passing by one of the medical supplies shop during my trips (he's a surveyor), my eyes fell upon this box. It was expensive at that time, and more than that- unnecessary, yet, I still bought it, hoping that someday I can give it to my children or grandchildren. You've fulfilled my dream today. Maybe, God wanted me to witness this. Maybe, He has kept me alive for this day only.” That day, I'll make you proud in the truest sense.",5.0,"I still get goosebumps when I replay this scene in my head. Thank you Nanaji, for your undying faith and never-ending support. You've made me who I am today. And the only thing I want to say is that I hope I become a good, honest and witty doctor who is as humane and as understanding as possible.",1.6161616161616164e+59,Recall,0.7025235,Recall
37XITHEISXVNCUAK96BOGO2FU4FCRD,1048,KRTZBE9O,55.0,woman,white,1.0,3.0,3.0,5.0,5.3471075307174685,A memorial gathering for my sister who had passed away.,retold,That we didn't talk about my sister that much.,0.125,3SUWZRL0MZZ9N9WED9ELVHBLU996E2,,,,"My sister died on May of 2018 (not 1018), and we get together every year for a memorial. This past year, (June of 2019) we all met at a Greek restaurant in Philadelphia. I live in Philly and people came from Pittsburgh and Allentown as well. There were maybe 15-17 of us. We actually met for lunch and then we all went to a church close by that some one was a member of for desert, coffee and to talk. My niece was there of course as well as my daughter and some close friends. I didn't care for the food at the restaurant, but, that wasn't the reason that we gathered, so it didn't matter. It was a hot day, and we walked from the restaurant to the church (hard for me because I recently had knee surgeries). I made sun catchers (because my sister loved the sun)  for everyone as well as a box in which we all wrote memories of my sister and placed them in the box. The sun catchers actually made a few people cry.  What surprised me is that it seemed like we didn't talk about my sister all that much. I mean the mood was somber, and we all knew why we were there, but, it became a little bit awkward. It was good to see everyone, and we are going to do it every year. She had a hard life and it was suicide. I wish I'd have been closer to  her at the end, and maybe I could have prevented what happened.",4.0,My sister died in May of 1018. We get together every year for a Memorial. It's a time t o reflect and remember the good times with her.,210.0,Retold,0.7020988,Retold
3IAS3U3I0G2NY51TGG0S4WOOBYQ2BV,623,VL7G0X24,25.0,man,white,1.0,2.0,5.0,5.0,5.48063892334199,getting my diploma and waiting to get the paper in my hand,retold,"I realized it wasnt all a dream, but real",-0.25,3WRFBPLXRBAEKWM9N6J6E1TAPMZN38,,,,"My college graduation was months ago, but felt like it was yesterday. I worked very hard to get to that point, and I still have a hard time believing I achieved my goal. My family (my dad and sister) went to my graduation, so it was nice knowing that I had some support in the audience. It was a hot day with a slight breeze. I found myself feeling like I was in a dream, almost wanting to pinch myself to make sure the moment was real. It was a long process; there were a ton of speeches and it was dragging on for a long time. Eventually it was time for my group to get their diploma and I was beyond ready to get it over with. Dont get me wrong, I loved the occasion, but it was taking to long to get to the point. When my name was called, I couldnt be anymore excited. As I walked to the person holding my diploma, I have a giant smile going from ear to ear. Once I had the diploma in my hand, I wanted to leave and get some food, but I had to go back and sit with the group. I can definitely say though, that it was an achievement worth all the hard work. I had my doubts at times, but it paid off. I achieved my goal and got what I wanted. I had times when I wanted to give up, but was glad I didnt.",1.0,"My college graduation was a big changing point in my life. The journey was tough and I doubt myself at times, but it was all worth it in the end.",240.0,Retold,0.70175225,Retold
3S3AMIZX3VRTBKRFR5G4BZLA139DCD,1473,IW0EQAEU,40.0,man,black,1.0,3.0,5.0,5.0,5.010635294096256,The death of my father,recalled,My dad died suddenly without being sick,0.375,,,,,"My dad and I have been very close as any child can be close to his father. He was a dedicated family man and loved every member of his family. He was growing older but has always enjoyed good health. We lived a little far apart. To keep in touch, i would call him up on phone two or three times a day to seek his advice on matters, share a joke or say a good night to him. He has been an integral part of my life and my daily routine. Then one day in June 2019, i got a call from him at an unusual hour. He was not sounding his usual ebullient self. I tried to press him to know what was bothering him but he kept insisting he was fine. I sent my sister who lived in same neighborhood to go check him up. She also phoned to say he was doing fine. She went back to her own place. But i had an uneasy feeling. The following morning, i kept calling dad but his phone rang away with no response. I took my car and drove all the way to his place. I have a spare key to the house. I got in and went straight into his room where he laid peacefully on the bed, cold, not moving. He was gone! I was terribly devastated. Not even a goodbye to me!. This event was memorable in my mind and has refused to go away.",4.0,"My dad had enjoyed good health and had not been sick. June 2019, he called and i felt he was sounding low. He insisted he was fine. But on checking up on him the following day, he was gone. Dead!",150.0,Recall,0.7009232,Recall
3RSDURM96B8B6T6KJS9DE8VFIFTEYK,6391,BZT2JTBO,30.0,woman,white,1.0,3.0,3.0,5.0,5.3471075307174685,my wedding day.,retold,That my husband's aunt decided to butcher our wedding cake.,1.0,3YW4XOSQKR7V5JS3X3H943677LH1U7,,,,"I got married to my husband during the middle of summer last year. I got to spend time with a lot of my family all at the same time, including some members that I don't get to see often. I had a wonderful day for the most part, and we had a lot of fun with our families. However, there was a couple unexpected events that made the day less than perfect. For starters, my MIL was being mean and said some negative things about me to my own father. She was not the only one that caused some issues during my wedding. My husband's aunt decided to take it upon herself to cut my wedding cake. Not only did she cut the cake without asking, she also destroyed the cake and ruining the top tier that my husband and I were planning to save for later for just the two of us. She made a mess out of our special piece, and offered it to guests. When removing our top layer, she dropped in on it's side on another plate. I will never forgive her for what she did, as the cake cutting was something that I had been looking forward to and planning since we first started planning the wedding. Even though it really upset me, I decided I wasn't going to show my anger or make a big scene. My close family knew that it upset me and helped make me feel better. I didn't want to ruin the day completely, so I just decided to continue on with the day and enjoy spending time with the people I actually care about and care about me. I avoided the aunt throughout the entire day.",3.0,"I got married outside during the middle of summer. I got to spend time with friends and family, including those that I don't get to see often. We spent all day eating good food and enjoying each other's company.",210.0,Retold,0.70051503,Retold
3R2UR8A0IB28IFTZ8AQ706IJX4IOX2,3356,CNQ7THHW,30.0,man,white,2.0,2.0,5.0,5.0,3.332204510175204,Having a baby.,recalled,We found out we had a daughter.,0.375,3R2UR8A0IB28IFTZ8AQ706IJX4IOX2,,,,"Life is full of unexpected events, my life has been no different. About ten months ago I found out my significant other was pregnant,  I knew a new adventure was about to begin for me. As the weeks rolled by, the due date was coming closer and closer, and time seemed to move quicker too. I knew I was going to need lots of baby stuff, and a lot more money. I immediately started saving money, as well as working many more hours. Saving money wasn't the only hurdle I was going to have to overcome,  I also needed to move many hours away from where I was raised, and where my business was located. About a month before the due date my significant other decided that I could finally move up to where she was, I did not delay, and moved as quickly as I could. It took me three trips to move all of the baby stuff, and another trip to move my necessary belongings. Upon arriving,  I immediately setup the nursery for our soon to  arrive daughter. There were many other things to prepare,  like child proofing the house, and making sure that we were ready. I made tons of food, and froze them into individual servings, ensuring we would have proper caloric intake upon our return. I also made sure that our vehicles were in top operating condition. Before we knew it,  we were driving to the hospital. After two long days, our beautiful daughter was in our arms. It was the happiest day in my life,  and the beginning of my new family. A few days later we were able to go home, and start a new chapter of our lives.",2.0,"I was delighted to find out that I was having a baby.  After many months of preparation the beautiful baby arrived, I was so happy.",28.0,Retold,0.6997116,Retold
3M81GAB8A154QO3EIRQT0EMR30BQB8,2657,KZZK6E32,50.0,woman,asian,1.0,4.0,5.0,5.0,4.0943445622220995,dropping off my oldest child to college,retold,My daughter's parting gifts for everyone.,1.0,31UV0MXWNRYPKAYM49U7OQVDSY9I5V,,,,"In August 2019, we dropped off our daughter at her university.  We drove for about six and a half hours to drop her off.  It was a big day for everyone.  I was so happy and excited for her.  Of course, I was a little sad at the same time.  I know I will miss her a whole lot.  Once at the university, we were just so proud.  We saw many parents with their children on campus.  It was a little chaotic, but still well organized.  The upper classmates helped with the moving of the freshmen.  We tried to decorate her dorm room with the stuff that reminded her of home.  My daughter and her new roommate were happy to finally meet each other.  The whole day went by so fast.  When it was time to say goodbye, I tried to put on a happy face.  In the end, I could not help being emotional. What I remembered the most about that day is what my daughter did for us.  She had parting gifts for all of us.  She wrote each of us a letter.  I didn't dare to read it in front of her, because I was already so emotional.  I will never forget this day.",3.0,"The day was bitter-sweet at the same time.  I dropped off my child at her university.  It was a very emotional day, but also very satisfying.  It was a big deal for everyone.",60.0,Retold,0.69952935,Retold
37UEWGM5HUU3PR0MT9M4ZSJN1EXR1Y,2157,T0G2K0P1,30.0,woman,white,2.0,2.0,3.0,5.0,5.010635294096256,my first trip outside of my home country.,retold,"I got on the plane, despite my intense fear of flying.",0.25,3NKQQ8O39ZRPXE8FDW14557GQ91UDJ,,,,"Around 5 months ago I went out of the country for the first time. I was taking an airplane from southern USA to London, England. The plan was to meet with a friend of mine whom I hadn't seen in quite some time, due to the distance between us. I was extremely nervous the entire time, due to anxiety over flying plus being in such a busy place. While on the plane I didn't sleep at all because I was too afraid of the situation. When we finally landed and I saw my friend I knew the effort was worth it. I ran over and gave him a massive hug. I told him how much I missed him and he told me the same. When we got to his place I passed out almost immediately, due to not sleeping during the entire trip. I was incredibly exhausted from the whole experience, but I finally felt safe at his place. Afterwards we spent a lot of time talking and we spent the next few weeks seeing the sights of London. He told me all about his life there and I enjoyed listening to him talk. It was scary being in a new country but with him everything became easier. When it was time to go home he took me to the airport and gave me a big hug. I was already beginning to miss him before I even boarded. I was happy to be home but also sad to say goodbye. We still talk everyday and are still planning to see each other later this year. I would love to spend the holidays with him!",3.0,"Earlier this year I traveled from America to London, England. It was my first time out of the country and I was meeting a friend. We had a great time together and I enjoyed my first trip outside my home country!",150.0,Retold,0.6986636,Retold
3L6L49WXW1JVC3Z7JKS3UPLVA8A54E,1263,2NZTGZ5D,25.0,woman,black,1.0,1.0,4.0,5.0,6.1092475827643655,birthday celebration tribute,retold,we let the balloons go and they travel slowly in the sky,0.375,3PJ71Z61R5OXLR40ZSMI87JTU87914,,,,Basically my who family was going to meet up at  my uncles house for a cookout. For my mom that passed away 2 and half years ago. The cookout started around four something. It was a lot to prepare for actually so I help set up fans in different areas outside. This set up took place in back yard because it was really hot. Then I sat around and take to my cousin and my uncles wife which was pregnant at the time. Also my son was there with is first cousins playing in sandbox getting all dirty. So were doing all this while the food is being grilled  so we could eat. Then after everyone arrived we wanted to do a balloon release in memory of my mom. We all gather on the side of house with our balloons and we prayed and said some loving things. Then we counted down and let the balloons go and watch as they float up to sky to see how far they would go. Which was really high without popping I felt like she was watching they floated all together. I wanted to cry but I held it in. Eventually the food was done so we lined up fix kids food first then ours. Then we all sat together and conversant and laugh. Finally by night time my aunt brought the cake out to show us and after that we just linger around till we got tired and ready to go.,1.0,Basically we had a cookout at my uncles for my mom who passed away 2 years ago. It was a fun and emotional day for the family.,450.0,Retold,0.6976952,Retold
3UJ1CZ6IZIBEEO1I9LOLSS10H515SY,647,158GFQFZ,30.0,man,white,1.0,4.0,4.0,5.0,5.3471075307174685,Meeting someone new after a divorce.,retold,That I met someone so great so quickly after my divorce.,0.75,3MB8LZR5BGFUSURVWZVQIV6N5OIKL7,,,,"After being only married for three months, I asked for a divorce from my then-wife and asked her to move out of the house that I owned. She moved out that weekend, and in with another man, whom I had suspected all along that she was having an affair with. In the months to follow, we went through the divorce process. It was fairly pain-free in terms of splitting up belongings, so we had no children or didn't own much together, though it was an incredibly taxing period in my life. It was the lowest point I can ever recall having in my life. I got my life back in tracks shortly after the divorce was official by getting back in the gym, spending time with family and friends, and seeing a therapist. I worked my hardest to be truly happy and content on my own, not feeling like I needed a partner to complete me. Shortly after the divorce, I met a girl at a Superbowl party I attended. I was looking to date again, but this came very unexpected, as I showed up to the party and had never previously seen this woman. She was a mutual friend of two of my closest friends, and we chatted briefly. After adding each other on Facebook following the party, we spent a few weeks texting and talking at night. Eventually, I invited over my house with a group of friends for a WrestleMania party. She attended, and ended up staying over far past when everyone else left, which I hadn't expected. We stayed up all night talking and getting to know each other, before leaving for work in the morning. We continued to spend time with each other every weekend, and grew very close, very quickly. I'm happy to say we're still together and going strong seven months later.",4.0,"In the past year, I went through a very dark period in my life after a separation and divorce. Since going through that dark period, I've met a great woman who I am still with today. This serves as a reminder to me that all tough times pass with enough persistence and hard work.",210.0,Retold,0.6972152,Retold
3C6FJU71TRFSVP369SOIIQHHQQCUY0,1329,K1GFGEYA,35.0,man,white,2.0,1.0,5.0,5.0,3.4011973816621555,"how my first date went from stood up, to getting a hug.",recalled,She threw her arms around me.,1.0,,,,,"I had asked a woman to a local festival. She said maybe. A couple days before the festival I asked if she had her schedule. To find out if she would be able to make it. She said she would be able to make it, and we can meet up there. She didn't give a set time she would be there. So I spent the entire day at the festival. Around mid day she showed up in her work uniform. I asked her if she was just getting off work. She looked frustrated, almost to the point of tears when she told me she was just heading in. They had suckered her into taking an extra shift that night. But she wanted to let me know she wouldn't be able to make our date. I was disappointed, but touched that she wold come down in person to tell me that. A few minutes after she left, I felt a small hand at the small of my back. I turned and it was her. She was frantic. She had lost her key and was wondering if I had seen it. I immediately offered to help her look. She took off towards her car, and I followed, looking around. Her friends spotted her running off in a frantic state, with a man following her. They came running after us, they calmed a bit after hearing about the key, but they still stayed between the two of us for the rest of the search. As we were almost to her car I spotted the edge of something black at the under a thick bush. It was her key! She was so happy to have it back that she threw her arms around me to hug me. The look of happiness on her face as she did is something I will never forget.",2.0,"My first date with a crush. She had to cancel the date. She lost her key and I was able to find it, and she gave me a hug.",30.0,Recall,0.69681394,Recall
33SA9F9TRYG7HOBK4RRPTBAYTWPEWF,3376,60XNKH3H,25.0,man,hisp,1.0,3.0,3.0,5.0,4.499809670330264,findning comfort during a loss of a loved one,retold,my niece and nephew knew exactly what to do,0.5,3G5F9DBFOQJ6M92H4IUZSCOX576VHS,,,,"My niece and nephew were over after school as they usually are every, Friday. They're usually pretty hungry after a long day at school and so my mother and I took them to grab a quick bite. As we headed off, I felt a bump under a rear tire but thought nothing of it since we live on a dirt road there are alway a bunch of rocks shifting from day to day. Once we got all of their food we headed back so they could eat more comfortably at home. We headed back home, just another Friday with the kids. It seemed that way until we got to the driveway and that bump had been more than just a rock. I had run over my cat, Patches on the way out, not a rock. I didn't want to startle the kids so I kept driving and helped bring the kids inside so they would hopefully be occupied inside eating. I felt so guilty for what I had done. I know it was an accident, I know but I had a direct hand in her death. I didn't know what to do at first but I knew I couldn't just leave her there. As I moved her out of the road, the kids wandered outside to see what I was doing. They asked me what happened to my cat and so I explained to them what I had done and how much, Patches meant to me. I told them that I had her as a kitten before either of them were even born. I didn't expect either of them to try and comfort me but somehow they just knew what do in that very moment. They told me that accidents happen and that it was going to be okay. To say I was surprised is and understatement. This is one of the many reasons that I love those little guys.",3.0,"On a regular Friday evening with my niece and nephew, I lost a cherished pet. To my surprise, despite my niece and nephew's young age, they helped me find comfort in a sad moment.",90.0,Retold,0.69610405,Retold
