,AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent
5367,358010RM5FF38Z2W9MCLVYCRS9OVX7,652,LFEWYR2S,35.0,woman,black,2.0,3.0,,4.0,3.0445224377234235,losing my job.,imagined,having anxiety attacks that felt like a heart attack.,0.125,,3SPJ033422PJH9SCXTK4BO86ZEMJYZ,4.0,I have experienced job loss.,"Here I am unemployed and not knowing what I'm going to do. It's only been three weeks, but I am screaming inside. How am I going to pay my bills, which are already piling up. I was already struggling as it is when I had a steady income. I'm sending out resumes and filling out applications like a crazy person, but I'm not getting any leads or bites. I laughed to myself (derisively of course) about how it's too bad I'm not anybody famous or important's cousin or niece. I'd probably find a job easy if that were the case! Being unemployed with no prospects is the worst feeling in the world. I am sitting home so completely useless to my family. They're trying to be supportive, but I can see they're as scared as I am about this jobless situation. The little cash I had saved will be used to keep a roof over our heads. Once that's gone, that's it. I had chest pains so bad the other day, I thought I was having a heart attack. I know it was only anxiety though, but that was pretty terrifying. I don't have the money for doctors, so I took a break from applying for new jobs to try and relax. It didn't work, but it was good to get off the grind for a few minutes. I hope things will work out for the better, but I'm losing faith.",4.0,"I was laid off from my job a few weeks ago. Since then, I have been dealing with a great deal of anxiety over what the future holds. We are doing everything we can to stay afloat.",21.0
5670,33IZTU6J82NNG7LSFR7GKBSK3N7SXM,297,YSN5ISZV,40.0,woman,white,1.0,1.0,2.0,3.0,5.010635294096256,A family reunion,retold,It was so hot outside.,0.25,3U84XHCDIDZTJHJWQ8ZJJTSPOFIZ46,,,,"It was a hot summer day.  We had a Brooks Family Reunion.  People came from many states.  We had the best time.  My mom has nine sisters and brothers.  They all came except one that had passed away.  We gave gifts to each sibling.  It was a photo collage book.  we also had a big birthday cake made for all the siblings and sung happy birthday.  we had a photographer there and we got great pictures.  we toasted champagne and ate great food.  My husband and I smoked the butts.  We had pulled pork sandwiches, cole slaw and lots of beer.  we huged each other and talked to all the cousins and kids that we all have now.    It was a good time had by all.",2.0,My memory is about the Brooks Family Reunion of 2019.  We had it at my brothers on a hot hot day.  It was fun but and everyone enjoyed seeing everybody.,150.0
5671,3U84XHCDIDZTJHJWQ8ZJJTSPOFIZ46,612,YSN5ISZV,40.0,woman,white,2.0,2.0,4.0,4.0,4.499809670330264,A family reunion,recalled,It was so hot outside.,0.5,3U84XHCDIDZTJHJWQ8ZJJTSPOFIZ46,3U84XHCDIDZTJHJWQ8ZJJTSPOFIZ46,,,"My memory was a family reunion we went to a few months ago.  I helped planned it for months and when it finally came the weekend I was so excited and anxious.  I wanted to make sure everything went off without a problem.  We had family coming in from all over the United States so we had prepare for alot.  Unfortunately it was hot as ever and we didn't get to use the tent and chairs we purchased.  We hung out inside most of the time.  I enjoyed hugging necks of cousins, Aunts, Uncles etc I haven't seen in years.  I was exhausted after it but enjoyed making memories.  We had it at my brothers and sister in laws so they had alot more to prepare than I did.  I did create a family album for the 9 brothers and sisters that was special to me.  We also had a huge birthday cake made for all the sisters and brothers.  They toasted champagne and blew out the candles because they are never together to celebrate each others birthday.  We had a photo area where everyone took family picutres and they uploaded them online.  We can go online and download them free of cost.  Everyone exchanged information to keep in touch.  It was such a good time had by all.",3.0,My memory is about the Brooks Family Reunion of 2019.  We had it at my brothers on a hot hot day.  It was fun but and everyone enjoyed seeing everybody.,90.0
5686,3YDGXNSEO0GEZLI9HIZ669VMCBW84U,660,2KVGOWMY,40.0,man,white,1.0,1.0,,3.0,4.0943445622220995,getting a promotion at work,imagined,my boss told me that I was getting a significant raise.,1.0,,3UJ1CZ6IZIBEEO1I9LOLSS100SSS55,2.0,"I don't closely identify with this story as I don't work on sales goals, so this isn't very true to my personal life.","Approximately 3 weeks ago, I got the best news I've received in a long time at work. I was notified by my boss that we exceeded our sales goals for the year. I think the most noteworthy thing about this is that my team is the youngest team the company has ever had. I think our average age is only 22 years old!  I knew something was happening when my boss asked me to come into his office. Once I got in there he had a big smurk on his face, so I knew then it must be good.  He immediately told me that we exceeded our goal by 25%, and that our salaries would be increasing as a result. I've worked so hard the past year to make this goal happen, I'm thrilled that its finally actually happening. With all the extra money I'll be making, I can now pay off my student loans that much faster. It's been quite a struggle the past 12 months paying my regular bills and my student loans. Now that I'll have this extra income, I may even have a little left for some fun entertainment after work some nights. After I left the office, my other 4 co-workers were watching me. They knew that they would be called in the office next and could know what to expect before going in there.  As I walked back to my desk, I felt nothing but pride that I had made this happen. Working on this team with my coworkers is going to take us far, and our boundaries are endless.",1.0,The over view is what has been going on in my life. Both personal and professionally. I feel as a team we are achieving a lot at a young age and we are headed in a successful positive direction and we will have a nice life together.,60.0
5710,33IZTU6J82NNG7LSFR7GKBSKJ35XS1,3373,LHCGZS1Y,55.0,woman,white,2.0,1.0,,,4.499809670330264,about my cousin's wedding,imagined,The mix up with menu and cake.,1.0,,3UOUJI6MTE03VKDW4W2GZCA84RJUXP,1.0,I have only been to a few weddings and none of them were very fancy.,"I went to my cousin's wedding last Sunday and had a really good time. All the family was there some of which I hadn't seen  in a really long time. It was great catching up on all the family news and drama. Everybody was in a good mood and were having fun. After the wedding we all headed to the reception to enjoy some good food and entertainment. My cousin however wasn't so happy when the caterers brought the food and cake out. It was a disaster. They totally screwed up the menu, it was like they got another wedding order mixed up with my cousins. There wasn't one thing on the menu that she had ordered. The cake was the same way, it wasn't even close to what she wanted and she was obviously upset in the wedding photos. She finally got over it and the fun started, the food turned out to be very tasty so all ended well. We danced until we were bone tired. The band was excellent and everybody said they enjoyed the music. After the night was over and everybody was ready to go home the couple got in the car and left. We all stood outside and watch them drive away waving and cheering.",1.0,"I went to my cousin's wedding. It was a really good time. It was nice seeing the family again, though there were issues with food.",90.0
5752,3GM6G9ZBKOJD1VZ3QKAXJZ880SNTMW,1050,DHLZJ0G7,35.0,woman,white,3.0,2.0,4.0,5.0,5.010635294096256,my child being born.,retold,they admitted me to the hospital right away.,1.0,3UXUOQ9OKFJP1WT7GEHR5CLQ5SD7A0,,,,"It was intended to be a normal doctor's exam.  They were going to check on me via ultrasound.  As they began the ultrasound the nurse noticed that my fluids - the amniotic fluids my son was living in - were looking low.  She took the proper measurements and excused herself to make a call.  For days I had felt I was leaking amniotic fluid but doctors and nurses who I remarked this too just laughed.  They chalked it up to the over imagination of a pregnant woman 5 days past her due date.  Nonetheless, since 5 days had passed and still no baby they brought me in for a routine exam.  When the nurse came back into the room she announced that she had spoken with my midwife and that the news she was going to deliver ""probably isn't going to come as a surprise but the midwife wants to keep you overnight.""  It was a surprise.  I was at the hospital with my daughter and husband and we didn't have anything packed or ready.  Regardless, I was ushered upstairs to a room and put into a hospital gown while my husband and daughter rushed home to grab supplies and our overnight bag - prepared months in advance.  When they returned, the doctors had already started me on the medicines necessary to start induction.  It was time to have this baby!  While this took me completely by surprise, I can't say I wasn't a little bit anxious.  After all, he was supposed to have been born almost a week prior!  A little over 8 hours later at 3:30 in the morning my son came into the world - late, unexpected, and with a little help from several kinds of medicine!",2.0,I went to the hospital for a routine exam.  They decided to keep me overnight.  I ended up delivering my son the next day!,150.0
5753,3UXUOQ9OKFJP1WT7GEHR5CLQ5SD7A0,553,DHLZJ0G7,35.0,woman,white,2.0,3.0,5.0,5.0,4.499809670330264,my child being born.,recalled,they admitted me to the hospital right away.,1.0,3UXUOQ9OKFJP1WT7GEHR5CLQ5SD7A0,3UXUOQ9OKFJP1WT7GEHR5CLQ5SD7A0,,,"About 2 months ago I went to the hospital for an ultrasound.  I was 7 days overdue in my pregnancy and we wanted to see what was going on.  For a while I felt as if I were leaking fluids but the doctors assured me I was not.  We sat in the waiting room of the hospital - my daughter, my fiance, and myself - and waited to be called back.  The waiting room of the ultrasound department was always busy - lots of women and men waiting to be seen and wait times upwards of an hour and a half.  My appointment had been scheduled for 3 but it was nearly 5 pm when I was finally called in.  They dimmed the lights in the exam room and proceeded to take measurements.  The nurse remarked that my amniotic fluids looked a bit low.  Otherwise, the  baby looked well.  She said she would call my midwives and see what they wanted to do.  She was gone for sometime and when she came back she told me that they wanted to induce me and that I was likely not shocked.  She was wrong.  I was not expecting to be induced and I was not expecting to stay at the hospital that very day.  They whisked my away to another room and began to process the admittance forms.  I would deliver my son at 330 am the next day.",1.0,I went to the hospital for a routine exam.  They decided to keep me overnight.  I ended up delivering my son the next day!,90.0
5887,3Z7VU45IPZ3CRIMD3QGHLVLNZN1Z1V,607,NSLMXRRU,30.0,man,white,1.0,1.0,4.0,5.0,5.48063892334199,getting a promotion at work,retold,i now had enough money to move to a better apartment,0.625,3VNL7UK1XG57VL7M4X6KO9OZQIZFT4,,,,"My entry involves how I attained a promotion at my job through hard work and dedication.  I had been working as a salesman at my store for a number of years and always wanted to become a manager there.  I spoke with the manager and he said that there would be positions that would be opened soon so try your best and I would be evaluated.  I did more work than usual for a number of months to strive for a promotion. I helped more customers and took on more responsibilities. I worked in the office such as organizing inventory and organized store promotions.  When the time came, I got the promotion and was grateful.  It showed that hard work pays off and you will be rewarded.  Due to the promotion, I was able to move to a better apartment.  I also was able to afford a new car which helped greatly because I had to rely on taking the bus previously.  I had more responsibilties but I enjoyed it.  I worked with my staff to make the store better.  I instilled my work ethic into my employees.  My promotion gave me confidence to do my job the best possible.  I only wish i would have received a promotion sooner.",2.0,Working hard at my job eventually led to a promotion.  My life has greatly increased since achieving this goal.,240.0
5888,3VNL7UK1XG57VL7M4X6KO9OZQIZFT4,1219,NSLMXRRU,30.0,man,white,1.0,1.0,4.0,5.0,67.97894050115326,getting a promotion at work,recalled,i now had enough money to move to a better apartment,0.875,3VNL7UK1XG57VL7M4X6KO9OZQIZFT4,3VNL7UK1XG57VL7M4X6KO9OZQIZFT4,,,"Around three months ago I received a long-awaited promotion at work.  I had been working there as an associate for around four years at my retail store.  I would always work hard to do my best and finally and all came to fruition.  I was promoted to the manager of the store and would be making much more money.  This was greatly welcomed because I could now move to a new apartment as my old apartment was very old causing many bugs to appear.  I was congratulated by my peers for achieving this position as they had always confided in me with their problems at work and knew I would be easily accessible if they had any problems with their job.  Achieving this position also gave me a sense of responsibility as I had to take care of employee needs, customer needs, and the financial state of the store I was managing.  This made me feel more respected and confident in my abilities.  While managing, I found I enjoyed this position very much. I was able to meet many people higher up in authority in the store and speak to them about achieving an even better position.  What I felt about my position was that I achieved something that I worked very hard for.  I decided to splurge and also buy a new car due to my promotion.  Since becoming a manager, my lifestyle has greatly increased.  I have more health care available.  I have a better living arrangement.  I don’t have the type of anxiety anymore about possibly not achieving my goal.  Overall, my life is so much better from this event.",1.0,Working hard at my job eventually led to a promotion.  My life has greatly increased since achieving this goal.,3.333333333333333e+29
6156,3LBXNTKX0SH5BSPT6L7P3GNUZU7X9J,1925,GPGJH4VN,35.0,woman,white,1.0,1.0,,1.0,2.6390573296152584,a birthday party,imagined,I found out Belle's dress was made out of cake.,0.25,,3WZ36BJEV42HI4V6ZVKO5JXEAQMTBQ,1.0,"My daughter was never into princesses, and my favorite princess is Belle.","A couple of weeks ago, my daughter and I went to a birthday party. The party was for one of her school friend's that I had never met. Her name is Ashley, and she is really into Disney Princesses. The invitation said that the guests were encouraged to dress as their favorite princess. My daughter has never really been into princesses, but she does enjoy the Disney movies. She selected to dress up as Jasmine from Aladdin because she liked the outfit.  When we got to the party, there were a bunch of girls dressed as princesses playing princess themed yard games. My daughter said hello to the birthday girl and joined in the games. I walked over to the group of parents standing by the refreshment area to introduce myself. The birthday girl's mom, whose name is Sheila, welcomed me and told me that cake would be soon because it was a special surprise cake. About 30 minutes later, Sheila called everyone to come gather around the refreshment area. When everyone was gathered and silently waiting, Sheila yelled, ""Okay, cake, come on out!"" Out walked the most beautiful Princess Belle that I had ever seen. She was gorgeous, and wearing the most stunning yellow dress, just like in the movie. Sheila walked up to her with a knife and stabbed the dress while everyone gasped in horror. Sheila and Belle looked at each other and laughed, the dress was the cake! I had never seen anything like it, not even on the cake making shows on television. It was mind blowing. Belle stood still while Sheila cut everyone a piece of the dress cake. I doubted that it would taste very good, thinking that there must be a trade off for the amazing appearance of the cake. I was wrong, the cake was delicious, probably the best I have ever tasted.",1.0,My daughter and I attended a very interesting Birthday party a few weeks ago.  The theme was princesses.  The cake was one of the best and most creative I have ever seen!,14.0
6184,304SM51WA4QG34IRAVFYVE1S9DCSBH,6090,VYQ1BQRY,25.0,woman,white,1.0,1.0,,5.0,1.9459101490553128,my wedding.,imagined,uncle larry showed up.,0.875,,3X1FV8S5JYDSMD76KCCH7CCWOIEVGY,5.0,It reminded me of my own wedding.,"Today is the happiest day of my life. I know it is a well-known cleashe to be calling your wedding that. But i do understand why everyone says that now. Brad and i got married today. It has been four years in making and we couldn't have imagined a more perfect wedding. Everyone was there- even uncle larry showed up! It was particularly surprising considering he was combating cancer for a while now. But all those didn't matter today. It was about us, and our new beginning. We had a traditional catholic wedding. Mom insisted on that. Jen was my maid of honor. The catering was fantastic. Everyone seemed to enjoy themselves. It was a happy time with family.",3.0,My fiance and I got married after almost four years of dating. We had a Catholic wedding and then spent time eating and socializing with family members and other loved ones.,7.0
6385,3WEV0KO0ONE9I1GBOR64Q4PSEHWSD0,2765,E6SRIW69,35.0,woman,asian,1.0,1.0,1.0,3.0,4.0943445622220995,getting a promotion,retold,The pay increase was not as high as I had expected,0.875,3YDGXNSEO0GEZLI9HIZ669VLESN84J,,,,"After a couple of years being told of my pending promotion, my promotion was finally approved by the higher managers and went into effect. My supervisor had worked quite hard to press for my promotion and to champion me for this. When my supervisor told me of my promotion, he was quite pleased that he had finally managed to make this happen, especially since he was starting a new job in a different department soon and this was one thing he wanted to achieve before he was no longer my supervisor. He came into my office one morning and slid a folded piece of paper on my desk. He had a pleased smile on his face but said nothing, waiting for me to open the paper and see for myself why he was so happy that morning. I opened the paper and saw that it contained information regarding my promotion to a level 3 administrator. The change in levels pleased me since I was already performing level 3 job duties and felt that it was long overdue. The folded paper also held information regarding my pay raise and the percentage increase. This information fell a bit flat to me because it was much less than I had originally anticipated a promotion would bring. I received the same percentage increase for my promotion that I typically do for my annual raise. Seeing that lower number disappointed me, but I felt I couldn't show my supervisor my disappointment because he was so happy. Showing my disappointment would have been a slap in the face to my supervisor. He felt that he had done me a solid and the promotion, as well as the pay increase, was quite fair. It may be that I had the wrong ideas of what pay increase follow promotions. It could also be that my last promotion with the significantly higher increase was a fluke. I don't have much experience with promotions and don't know what is typical in the company.",1.0,My supervisor told me of my promotion and pay increase. The promotion was happy news but the pay increase was a bit disappointing.,60.0
6386,3YDGXNSEO0GEZLI9HIZ669VLESN84J,2191,E6SRIW69,35.0,woman,asian,3.0,1.0,2.0,3.0,3.4011973816621555,getting a promotion,recalled,the pay increase was not that I expected,0.875,3YDGXNSEO0GEZLI9HIZ669VLESN84J,3YDGXNSEO0GEZLI9HIZ669VLESN84J,,,"It started off like a regular day at work when I walked in that morning. My boss walked into my office like he typically does and it's usually to chat about work related stuff as well as to chat in general about how things are going. This time, he started off chatting about normal, routine work stuff and then casually threw in that my promotion was finally approved and about to go into effect. He's been pushing for my promotion for over a year and a half at that point and I had almost given up all hope of this happening any time soon. Evidently, the higher up managers approved the promotion as well as Human Resources. A salary was also approved and my manager informed me of what that new, higher salary would be. I felt relieved that this finally happened and I could stop wondering about my upcoming promotion. At the same time, once my supervisor told me the percentage raise I would receive, I was slightly disappointed. The percentage of my increase equaled the usual annual salary increase I received the past couple of years, even without a promotion. I was unsure if this signified that my past annual increases were abnormally high or if my promotion salary increase was abnormally low. I was hoping for a much bigger raise. Ultimately, my supervisor informed me that there is a cap on how high of an increase an employee can receive in any given year and hopefully there will be more of a raise coming up after my annual review in a couple of months. Given that we had just had my annual review, performance reviews, and all that, I was hopeful that perhaps, even with my recent promotion, I would still qualify for a significant raise when the fiscal year was over. I didn't tell my supervisor about my disappointment with the percentage increase because he was so happy that he was able to get my promotion pushed through after all this time. I didn't want to deflate him or make him feel that his efforts were unappreciated.",1.0,My supervisor told me of my promotion and pay increase. The promotion was happy news but the pay increase was a bit disappointing.,30.0
6489,3RSDURM96B8B6T6KJS9DE8VFIFTEYK,6391,BZT2JTBO,30.0,woman,white,1.0,3.0,3.0,5.0,5.3471075307174685,my wedding day.,retold,That my husband's aunt decided to butcher our wedding cake.,1.0,3YW4XOSQKR7V5JS3X3H943677LH1U7,,,,"I got married to my husband during the middle of summer last year. I got to spend time with a lot of my family all at the same time, including some members that I don't get to see often. I had a wonderful day for the most part, and we had a lot of fun with our families. However, there was a couple unexpected events that made the day less than perfect. For starters, my MIL was being mean and said some negative things about me to my own father. She was not the only one that caused some issues during my wedding. My husband's aunt decided to take it upon herself to cut my wedding cake. Not only did she cut the cake without asking, she also destroyed the cake and ruining the top tier that my husband and I were planning to save for later for just the two of us. She made a mess out of our special piece, and offered it to guests. When removing our top layer, she dropped in on it's side on another plate. I will never forgive her for what she did, as the cake cutting was something that I had been looking forward to and planning since we first started planning the wedding. Even though it really upset me, I decided I wasn't going to show my anger or make a big scene. My close family knew that it upset me and helped make me feel better. I didn't want to ruin the day completely, so I just decided to continue on with the day and enjoy spending time with the people I actually care about and care about me. I avoided the aunt throughout the entire day.",3.0,"I got married outside during the middle of summer. I got to spend time with friends and family, including those that I don't get to see often. We spent all day eating good food and enjoying each other's company.",210.0
6540,3WEV0KO0ONE9I1GBOR64Q4PT17CSDL,4145,JP8M5AY4,35.0,woman,white,1.0,1.0,2.0,3.0,4.787491742782046,a birthday party,retold,he wanted to eat all the strawberries before the cake,0.375,3Z4XG4ZF49D5XN6J1T1B3KSJGBSX88,,,,"My son turned one a few months ago.  We had planned a small party, just ourselves and grandma.  We decided to do a cake smash to get some cute photographs.  I baked a cake and decorated it with cut strawberries.  We tried to take a video of him smashing the cake, but he was too obsessed with the strawberries.  He insisted on picking off and eating each one individually.  Eventually we had to turn off the video and just wait for him to finish eating the strawberries.  When he finally did get to the cake, he jumped right in with both hands and made such a mess.  It was adorable and made for some great pictures. I think I was the only parent who ever wanted their kid to stop eating fruit and eat cake! It was so fun though. He had a great time. We're looking forward to the next one. I enjoy showing the photos to other people. He's one cute kid!",1.0,It was my son's birthday. We had a great time.  He smashed his cake and made a mess.  The year has gone by so fast!,120.0
6747,3KOPY89HM9OI16VO88RELUCTOWKJ3M,774,A51A40OH,25.0,woman,hisp,1.0,1.0,2.0,2.0,3.737669618283368,my friend's wedding.,recalled,we came inside and the bride and groom had an open bar set up.,0.375,,,,,"Last month I went to a wedding for my friend.  It was memorable because there were alot of people there and we had a great time.  We started with a short outdoor service and then had a time back inside.  Before everyone else got there, there was a cocktail hour with wine and some snacks.  It was alot of fun.  The air was hot outside though, so we were glad went the service was over and we could go inside to the ac.  We were sweating alot.  They had italian food for the dinner.  And even more importantly, they had drinks upstairs at the open bar.  The bar had a few options for mixed drinks. My favorite was a drink with rum and cherries.  It was red. Then we at the italian food for dinner and had some cake.  The cake was white wedding cake and very good.  There were more drinks and even some dancing.  To take a break from dancing we went outside to get air.  But it was still hot outside, so we walked around the garden only for a little bit.  THen we came back inside.  We danced for about 2 more hours before it was time to go. Overall, it was a great evening and the couple seemed pretty happy. What made it so memorable was the good friends that all came together. I was most surprised that the bride and groom bought a open bar for the occasion cause those are expensive.",1.0,We went to a wedding that was for my friends.  Part of the wedding was outdoors and it was very hot.  We then went inside and there was an open bar.,42.0
