AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,story_type
39N5ACM9HF902JN2KUX8931RA53P9P,1403,31RWVVR3,30.0,woman,black,4.0,4.0,3.0,4.0,4.499809670330264,A cheating husband,retold,My husband sleeping out and claiming I am the cause,0.875,3FUI0JHJPYK7GSTZ5NZR5NV4UGZ33V,,,,"I wake up with a start, I check beside me my husband is not sleeping with me. I look for my phone but its not on my bedside table, I get a tight knot on my stomach, I panic, I look at the clock,its past midnight, He is never this late, what could have happened to him, I ask. I go to the sitting room and get my phone, I dial his number, its rings he does not pick, I try several times but nothing. I am so nervous now, I have this terrible feeling deep down, then a text comes through, I open it and my heart even sunk deeper, the text read "" don't look for me, I am fine, you pushed me to her arms"".  I feel weak. I go back and sit on my bed. we had been arguing, we even were seeing our pastor with our Marital issues. You see, I had recently discovered that my husband was cheating on me. he had a baby with another woman. I found it very hard to forgive him, he told me she was a non issue and that I should not worry about her. he promised me he had terminated the affair but he could support the child. All I had asked was a little time to wrap my head around the issues involved. but he had suddenly decided to move in with this woman. I was heart broken, we have children together. we were married in church. how was I going to do it on my own?",3.0,my husband cheating on me and even getting a child with another woman. I had marital problems but never expected that my husband having an affair was the main cause of my woes until I made an intresting discovery.,90.0,Retold
3XM0HYN6NLLHXFEJS5DU1H22ZGSPEY,1090,2UJM2BLD,25.0,man,asian,1.0,1.0,2.0,5.0,5.1929568508902095,Experiences while visiting Las Vegas,retold,Cannabis being fully legal,1.0,3QEMNNSB2YLNZ3WJ0O8TVDTWQVA7D2,,,,"We have gotten to see so many things while out in Las Vegas.  The top of the Stratosphere was one of my favorite attractions.  Being on top of the Stratosphere at night was amazing, there were so many lights and even helicopters flying by!  Another attraction we had gone to was the LINQ.  We had a great time on the LINQ since my wife and I were put on the capsule that had the open bar!  I had never gotten so drunk in 30 minutes before it was crazy.  The best day I think was one of our last days.   The day consisted of going to the spa and getting a facial cleaning and a massage.  It was not on the strip or really ""Sin City"" oriented but I loved getting the relaxing spa day.  We had also spent so much time eating.  We had gone down to Fremont and it was 9:30pm we decided to eat at the buffet.  It was seafood night and we did not realize we spent 2 hours eating.  The weed was also another great thing to have.  The first time I had been in Las Vegas cannabis had been illegal but this time it definitely was legal.  I cant wait to go back again!",1.0,First time traveling with the wife to Las Vegas.  We had to see the attractions and lights as well as the desert landscape.  That type of landscape is unfamiliar to us as we are from a tropical island.,180.0,Retold
3U088ZLJVLF8QYWQWKSA8M8UO16W03,7276,JC0ZI3QL,25.0,man,black,1.0,1.0,2.0,3.0,5.010635294096256,Driving across the country,retold,Leaving Chicago,0.375,3NXNZ5RS1BJBWDJ2O83R9HA6PD897W,,,,"On our way to our new living place we made two stops. The purpose of these stops was to sleep and rest before leaving again. Our first stop was in Ohio. After leaving Ohio and driving all day, we stopped Chicago during the evening. We had booked an AirBnB but for some reason it wasn't ready yet. We waited a while but were getting frustrated. We wanted to rest and were looking forward to relaxing because we were in the car all day. However, we also really wanted to get to Colorado, where we were moving. We were impatient and eager to get the rest of the trip over with so we decided to just leaved Chicago and keep driving until we got there. We took turns driving every couple hours so we wouldn't get too tired. The drive was really boring, especially since many of it was at night. The land driving through Nebraska is completely flat and tedious. Eventually we got there and it made everything worth it. I am glad we had the experience. Although, I would never make that drive again.",1.0,My girlfriend and I decided to move to a new state. We packed everything in our cars and drove there.,150.0,Retold
3CN4LGXD5YATER9RUMX05MJNSJCY4I,555,GQM8DHUN,25.0,man,black,2.0,5.0,5.0,5.0,4.0943445622220995,How I feel now after my cousin passed away.,retold,i actually formed a relationship,0.5,3MRNMEIQW6SMEOLL4I93EIBXLFHDLJ,,,,"I am feeling so much better from this event. I’ve become much closer with my friends and family since. I now understand that life can be so short and unpredictable. My cousin that passed away left behind 2 kids that i would love to spend more time with. Just waiting to actually visit that town. I have developed a much better relationship with her sisters as well because before she passed, I really didn’t talk to them. Now I actually try and make a concerted effort with speak with that side of the family as often as weekly. It makes me happy tp think how my cousin would feel if she knew that her passing would bring out family closer together. I still don’t really talk to my dad about it. I really should reach out and form a better relationship, but I have no desire to do that. Sometimes I won’t what it would be like to be dead. I always wonder what it would be like to feel nothing. I’ve been talking to my therapist about these thoughts and apparently feeling that way is common upon college students. I really do love and miss my cousin and definitely wish I could have one last conversation. I just wish I had her back for one last conversation.",1.0,One of my closest cousins passed away and this diary entry captures how I feel currently. It also touches on why I feel the way I do and what made the death impact me. This entry is very emotional and important to me.,60.0,Retold
3F6KKYWMNCNC2OO6GVPIRAFNE7JDN7,679,W38ADCWM,25.0,woman,white,1.0,1.0,4.0,5.0,5.1929568508902095,My partner and I's move,retold,I realized how much work was required,0.75,3H7XDTSHKDD5127BAMHDTEVAUX5WG9,,,,"My partner and I made a big move to our first apartment about 6 months ago. It was a ton of work preparing for the move as well as the move itself. I'll never forget it because this was a huge milestone in our lives and our very first big move.   We had to start by packing boxes of our lesser used items many weeks in advance. We then started to shop around for furniture, as this was our first move to our own place. The shopping was a lot of work itself because we had no idea what theme or look we were going for. We also were on quite a bit of a budget so it was tricky finding nice furniture within our price range. When the moving date got closer we had to decide whether we would use a moving company or rent a Uhaul. Fortunately my partner's father agreed to drive a Uhaul to our new apartment an hour away. When our big day finally arrived we had a lot of loading to to! I was surprised at just how much of a work out I would get from all the lifting. We made multiple trips to and from our new apartment loading and unloading. The rest of the day then consisted of setting up as much furniture as we could. As night drew near only my partner's mom was still over to help clean and unpack some things.  After she left, the most memorable moment of the whole move happened. My partner and I turned to each other and both whispered ""we did it!"" as we got to enjoy our new home together, just her and I, for the first time.",1.0,My partner and I were approved for our first apartment. It was a lot of work to prepare for the move.,180.0,Retold
36U2A8VAG2LESTYUFEKGC38JO89YKK,1610,FYPYHSS6,18.0,woman,indian,1.0,4.0,5.0,5.0,5.010635294096256,how being evicted and homeless has taken a toll on me.,retold,I had to start over following being homeless.,0.875,34BBWHLWHBXJXTD60AHGEQ8QCT0WI9,,,,"It's been almost five months since I was evicted from my apartment. My fiancee and I have been living together for three years roughly. We were never well off, but our bills always got paid and we usually had plenty of groceries. Our two cats never had to go without and some might say they were spoiled. It knocked my self confidence and my belief in myself down to nothing. I second guessed every decision we made that could have possibly prevented us getting evicted. I think about it constantly because I'm still recovering and dealing with the aftermath. I often get depressed that I don't feel self sufficient and I have constant flashbacks to living in my PT Cruiser with my fiancee and my two cats over the summer. I felt like such a failure and hated seeing the woman I love be so hopeless and sad. I still have days where the feeling of failure overwhelms me. I've basically had to go back to square one. All the progress I made and was making in my adult life got set back to zero. All of the plans and goals we had set had to be pushed into the back of my mind. I couldn't focus on saving up money for my wedding, my health, a second car, etc. Those goals are now wishful thinking. I have to muster up the energy to just get out of bed and will myself to accomplish anything. I have to get a new job again, look for a smaller cheaper apartment again, struggle, and worry that I may not be able to afford the necessities. I might not be able to pay for any medical emergencies, or taking one of my cats to the vet, or a surprise car repair. It's humbling on the bright side, but wears you down as a person on the realistic side. That's how I'm dealing with the aftermath of my eviction currently.",3.0,"I was evicted unexpectedly from my apartment leaving me, my future wife, and my two cats had to live in our car for two months. We were able to move in with my fiancee's homophobic parents. We are slowly rebuilding our lives after facing homelessness.",150.0,Retold
36U2A8VAG2LESTYUFEKGC38K215YKI,419,2U818QC8,45.0,woman,white,1.0,1.0,5.0,5.0,5.48063892334199,first grandchild birth,retold,cps got involved and had them move in with us,1.0,3LOZAJ85YEZUB84ULCSATTFGUB82XI,,,,"Today I am watching my granddaughter while my son and his girlfriend are both at work.  The child spends most of her time with me. Over the past few months CPS has twice assigned me as a guardian protector of sorts of the child due to her mother.  Her mother has now been diagnosed with a mental disorder and is being watched closely for that and for drug use.  It's hard having them all in the home.  I have been trying to help all of them.  I try to help the mother to understand how to be a mother and to keep clean of drugs. I try to help the baby to be healthy mentally and physically. I also spend time trying to help my son to be strong enough to raise the child on his own if he has to.  This morning I cleaned up the baby bottles and high chair. It is something I do every day as the mother does not understand keeping things clean.  I just got through feeding the baby lunch.  I'll be alone with her until about six tonight.  In truth, I am a sort of part time mother to her.  It will soon be time to put her down for a nap.  I have grown close to her. I hope every day that she has a bright and safe future. I worry all the time about what will happen if CPS gives her back to her mother.",1.0,My granddaughter was born recently.  CPS got involved due to the mother's prior history.   My son and his family had to move in with us.  I have to raise my grandchild myself.,240.0,Retold
39DD6S19JQXBBJGPFEBWSF4GB0NEZ4,357,SCO2HJ4D,18.0,woman,hisp,1.0,1.0,3.0,5.0,4.499809670330264,When I won my first jiu jitsu competition.,retold,I ended up winning the competition for my belt rank.,0.875,3FE7TXL1LJ9A2B3IZYXIZLJNZW52QJ,,,,"On the day that I won my jiu jitsu competition, I felt very nervous and worried about letting my coaches down, but after the competition was over I felt accomplished and happy with myself. I remember having trouble sleeping the night before because I was so nervous about how I would perform, so when I woke up with only 5 hours of sleep, I felt like I was already setting myself up to fail. I was told over and over by my coaches and parents that this was just a competition and there was no shame in losing because at least I'd be learning something, however it was to no avail. I am very competitive, so it didn't really click in my head. When I got to the venue where it was being held, I felt like time was moving too fast, and soon I'd have to compete. I couldn't stop fidgeting. Eventually, it was finally my turn to compete. When I won my first match, I felt on top of the world. Then, I won another, and it felt even better. The momentum I started to build during my matches that day helped me build the confidence I needed to win my final match for that day. Sure enough, I did it. I was so ecstatic but I tried to remain calm so I didn't disrespect my opponent by celebrating. I hugged my parents and coaches and all of my teammates. It was only a white belt level competition, but I was still proud. It showed how hard I'd been working.",1.0,I won a jiu jitsu competition on my first attempt. I felt truly confident in myself from that day forward.,90.0,Retold
3HYA4D452S5DBMD9LIMONMF922CF28,1185,RKX7YBM6,18.0,man,white,1.0,4.0,3.0,4.0,5.48063892334199,It was about an altercation with some neighborhood thugs.,retold,When the cops did not arrest the criminal.,1.0,3RYC5T2D74F66JJOEBXU0O1L6SMRPJ,,,,This story is about an altercation i had with some thugs around my neighborhood. It all started when my little brother and sister were on their way home from school. While coming home they ran into these thugs from another school. It was around 10 of them and just my little brother and sister. So these thugs were getting ready to bank them however I could hear this all happening and ran out side and chased them all away. We called the police nothing was done. A few weeks past and 3 of them came back and broke my window. I tracked them down with another brother and said why u break my window. Next thing you know its about 15 of them now wanting to fight us because we are white. We knew we couldn't fight some minors so we ran home but they chased us. We were banked by all of them. All they wanted to do is cause terror and fight. We called the cops because my brother did get punched by one in the face and of course they broke the window. The cops took for ever to get here and when they did the thugs ran away. However the cops had the audacity to say it was our own problem. And the one who broke the window was right in front of the cop calling him a profanity and the cop did not even arrest him. This was very surprising the police officer knowing this was the thug who committed the crime did nothing and let him run away. The only thing that stopped these thugs from coming back and harassing us was going to their school and it all stopped.,3.0,The next day the thugs came to my house and broke a window. This time I ran after them and  I was banked by all of them. The cops did nothing when they saw the people who did this.,240.0,Retold
3300DTYQT332XRFYSISJ1MSDJTLEQ0,1685,OMOB0KLB,55.0,man,white,1.0,1.0,3.0,4.0,5.010635294096256,Personal journey into understanding detoxification,retold,Learning that exposure to toxic mold could block one's detox pathways,0.875,34MAJL3QP59SYOC3514AFSNA7TD34N,,,,"As part of a personal search for lifestyle practices that could enhance health, I began exploring the area of detoxification. Our bodies are wonderfully designed with complex pathways designed to eliminate toxins. As apart of my self-learning, I began to research the supplement, alpha-lipoic acid. Convinced that this supplement could be beneficial, I began taking this common supplement. If one believes the hype, one could expect miraculous improvements in one's health if detoxification is impaired.  Upon taking the supplement, I noticed unexpected physical responses that were not in line with improvement in health. This caused me to dig deeper into this supplement. In the process, I came across the knowledgeable scientist from Quicksilver Scientific, Dr. Christopher Shade. It was during one of his presentations that I learned how the body can have blocks in detoxification as a result of exposure to toxic mold. This surprising fact caused a light bulb to go off in my mind. I had personal experience with toxic mold exposure, and this fact led me to believe that my unexpectedly lackluster response to alpha-lipoic acid may be due to a mold-induced block in my own detoxification system. Thankfully, there are good strategies for dealing with this sort of block in detoxification, and products designed carefully and comprehensively to assist in maximizing activation and functioning on the detoxification system. I encourage any reader to explore the Quicksilver Scientific range of detox products, and especially the Push Catch System, as well as to take advantage of the available teaching resources and seminars presentations available online from Dr. Christopher Shade.",2.0,"This story highlights my personal journey in discovery of the body''s innate detoxification processes, and how to overcome blocks to detoxification.",150.0,Retold
3Z7VU45IPZ3CRIMD3QGHLVLNZN1Z1V,607,NSLMXRRU,30.0,man,white,1.0,1.0,4.0,5.0,5.48063892334199,getting a promotion at work,retold,i now had enough money to move to a better apartment,0.625,3VNL7UK1XG57VL7M4X6KO9OZQIZFT4,,,,"My entry involves how I attained a promotion at my job through hard work and dedication.  I had been working as a salesman at my store for a number of years and always wanted to become a manager there.  I spoke with the manager and he said that there would be positions that would be opened soon so try your best and I would be evaluated.  I did more work than usual for a number of months to strive for a promotion. I helped more customers and took on more responsibilities. I worked in the office such as organizing inventory and organized store promotions.  When the time came, I got the promotion and was grateful.  It showed that hard work pays off and you will be rewarded.  Due to the promotion, I was able to move to a better apartment.  I also was able to afford a new car which helped greatly because I had to rely on taking the bus previously.  I had more responsibilties but I enjoyed it.  I worked with my staff to make the store better.  I instilled my work ethic into my employees.  My promotion gave me confidence to do my job the best possible.  I only wish i would have received a promotion sooner.",2.0,Working hard at my job eventually led to a promotion.  My life has greatly increased since achieving this goal.,240.0,Retold
3RRCEFRB7NYX1JGGKUJGXBLM64GB4P,3195,0C7ASMYT,50.0,man,white,1.0,3.0,3.0,4.0,4.0943445622220995,teaching my daughter to drive.,retold,We discovered that she was wearing the wrong shoes.,0.0,3G2UL9A02E0OEUH4Q10FP7J4AC376X,,,,"Dear Diary,Today I took my daughter driving for the first time. She got her learners permit in the mail yesterday and has been asking to go ever since. We were going to pick up my son, but left early and found a church parking lot nearby. It reminded me of the times when my mom and I would go to the high school parking lot and I would drive with her. My daughter was very nervous and I had trouble convincing her to take her foot off of the brake.  After a while, she calmed down somewhat and she was off. Initially, she was having trouble accelerating and braking smoothly. I soon realized that it was her shoes! She had worn flip flops to her first driving lesson. We then pulled over and she found a pair of tennis shoes in the trunk. After that, it was much smoother driving. We worked on turns and braking. We even did some parking lessons. I also went over the dashboard features and would quiz her on the names of certain things. She did a great job and we worked on a lot of things. I am very proud of her and how seriously she is taking the privilege of driving a vehicle. I am sure she is going to be a terrific driver.",2.0,I took my daughter for a driving lesson. It was a very meaningful experience for me and brought back a lot of memories.,60.0,Retold
3S4AW7T80C49ES2SB78ABEHR9FN4LN,10114,8DE9OEEJ,30.0,man,white,1.0,4.0,3.0,5.0,4.0943445622220995,a major career path in LE beginning for my brother.,retold,we were not allowed to socialize with my brother after his ceremony.,0.875,3YT88D1N09KDCQ16QTRQM9C6VWC3KB,,,,"My brother has always wanted to be a law enforcement officer and he decided to take steps to pursue his career as soon as he turned 18. When he turned 18 he began doing local programs with the police where he could train in community programs. At the same time, he attended college and obtained his criminal justice degree. By the time he graduated, he had several years of experience with the local police program, a criminal justice degree, and a clean record. He applied to become a Sheriff and he was chosen out of dozens of applicants. There were six people hired total and my brother was one of them and I can remember when he broke the news to the family. He sent a message in the family chat on Facebook where our family members communicate. The message informed us that he had been accepted by the Sheriff's office and would be having a commissioning ceremony next month. The ceremony began at 7 am but I arrived 45 minutes early. I talked with my grandparents in the parking lot of the Sheriff's office while we waited for the others to arrive. At about 7 am, a Sheriff came to the gate and let in the group of family members which had swelled to include the family of the other applicants. We were led through the Sheriff's office where we saw all kinds of memorabilia including old photos, awards, and memorials.  Finally, we arrived in a conference room where my brother was waiting with the other applicants. After a brief speech, the Sheriff himself arrived and gave a speech of his own about how family is what is most important and the reason why they do the job they do. Lastly, the Sheriff pinned badges onto each of the six new Sheriffs including my brother finalizing their acceptance in the program. Sadly, were not allowed to visit afterwards because they had to begin training right away. We had planned to go to breakfast with my brother in celebration but our plans were not to be. It was still a moment of great pride and I am glad to have been there for such an important occasion in my brother's life.",4.0,I went to my brother's commissioning at the local sheriff department. He was beginning his training there to become a sheriff and received his badge. I was surprised to find out we would not be able to spend time together after the event because we made plans.,60.0,Retold
33NF62TLXKOOX43VTEJD2GTVCB6KJX,2530,APEGMXWM,35.0,man,white,1.0,1.0,5.0,5.0,4.0943445622220995,helping a family in time of need.,retold,I went very far out of my way to help someone.,1.0,3Z7ISHFUH1HU2I6Y2BPW058UPXRZ8H,,,,"I was planning a trip to go back east to see my family. Before I booked the flight, my friend's mom hit me up to let me know that she wanted me to take her son's sentimental belongings out of storage and drive them in his car back to them across the country. Her son, my best friend, has terminal brain cancer. I obliged. I took everything out of storage that they would want. I packed it into his car and drove 2700 miles across the country. When I got there, he was in ICU because he suffered a seizure while I was on the road.  The entire week I spent every day in the hospital with him and his family.  I spent more time there than I did with my own family.  They felt comforted because their other son is living in another country and couldn't be there.  Also, most friends didn't know that he was even sick with cancer.  I was able to inform everyone I knew that he was in the hospital and I got them to come visit. I felt like I was sending out an army to help him and his family.  After the week was over, I flew back across the country to where I live. I continue to check up on them.",1.0,"In time of tragedy and sadness, I was able to find comfort by helping others deal with their pain.  I made an effort to go out of my way to be there with others and share their burden.",60.0,Retold
3IAS3U3I0G2NY51TGG0S4WOOE5A2BW,509,VGT4DN3F,45.0,woman,other,1.0,1.0,3.0,3.0,5.1929568508902095,a day of sightseeing in Brisbane with my mom & myself,retold,my mom drives off and leaves me,0.375,3E4GGUZ1T9DOR85NMTDL3Z7ESLZ2KV,,,,"My mom and I were traveling in Australia by ourselves. We were in our rental car and driving around the town of Brisbane. Brisbane is a fairly navigable city, but of course being from out-of-town tourists, we were bound to get lost.  We got lost and were very confused as to which way to go because we weren't used to international traffic signs. Also in the area we were in there weren't a lot of road signs navigating us back to major points of interest. I was exceedingly nervous as the area we were in didn't look very safe. I was driving and my mom was navigating us. I was getting more and more upset because it was getting late in the day. My mom kept telling me to call down but I couldn't. She finally told me to pull the car over and we were trading places. As She got into the driver's side, she actually drove off and left me there on the street corner! She figured out where to go and came back and got me, but I was completely freaked out by that point. My mom was cracking jokes and asking me if I really thought she would leave me there! I told her I was so out of my mind I didn't know what to think. I can laugh about it now but then I thought I was going to die.",2.0,My mom and I got lost in the city of Brisbane Australia. Hilarity and anxiety ensues when my mom figures out a way for us to get un-lost.,180.0,Retold
3PDJHANYK62L7JNG3AMRGK8YYNO6HD,2584,W0THDOGF,30.0,man,white,1.0,2.0,5.0,4.0,5.1929568508902095,Me proposing to my now wife,retold,How nervous I was since I am not nervous much,0.25,3H8DHMCCWAXBUI33JIX2ZIYIWF9KDK,,,,"I met my now wife a long time ago about 7 years to be exact and it has been great ever since.  We found out that we enjoy a lot of the same things and are able to enjoy them together.  We also have a son who we love very much and enjoy taking him to enjoy our hobbies and passions together as a family. The evening was her birthday and I got home just as the delivery man was leaving with the ring.  It was too expensive to leave on the porch so he had to leave a note and I missed him the day before.  But not today I was able to get the ring.  I needed it that night to ask her to marry me as well.  So with the ring nervously in my pocket we went to dinner and I dont think she even knew.  It finally came time to ask her and people were seemingly ready to leave.  So I had to do it.  I had to finally ask her or I'd have to find another time and be super nervous all over again.  She said yes!  We were pretty happy to share the moment with my family, her family and our son.  The resturant printed off the menu for us and it said congrats to us. We are now very happy together and have been able to share things equally.  We live together and share expenses and those things are working out great.  I'm glad I finally asked her.",2.0,I was very nervous about asking my girlfriend to marry me but finally came up with the courage to ask.  She said yes and we ended up getting married.,180.0,Retold
30BXRYBRP5JJ1Y2MUSZVEE7BES9HWF,1608,6XJY2SSA,25.0,man,white,1.0,4.0,4.0,5.0,2.6390573296152584,my life changing by forceful events.,retold,my ex wife tells me she no longer wants to try.,0.375,3PMBY0YE28PH8UEYFPB2P32KQFD9CL,,,,"Well, since writing that original entry that I'm supposed to refer to, my divorce has been finalized. It's been 17 days since it was finished. I'm still heartbroken and completely lost in terms of the direction my life takes from here. I made the gigantic mistake of basing the fundamental pieces of my existence on my marriage and my partner. I found I was content as long as love was present in my life. That nothing else mattered; such as money, status, material objects, vacations, houses, etc as long as I had my wife. The betrayal stings like nothing has ever stung before. Although my fault, I have been almost completely robbed on my independence. When I say that, I refer to my living situation. I was living near, but away from family for the last 8.5 years and enjoying every moment of my 'freedom'. Now I live with my brother & grandmother, and nothing feels quite right anymore. I'm stuck between this rock and hard place about seeking out another individual to build anything with. My trust has been used up, my life has been changed drastically, and I have lost the person who said for over 8 years that she didn't believe in divorce. This experience flat out sucks. And while I hold all of the power on how to feel about the situation itself, as well as myself, it's difficult to adapt to something I didn't want to willing cooperate with. Truthfully a dejected series of events being the one wanting to work through the problem while your partner does not.",5.0,Finally move out of the apartment my partner and I shared for 7 years. She starts to have emotional infidelity with the person we move in with. And now she's divorcing me with reasons that do not correlate to my observations.,14.0,Retold
33LK57MYLURCL2L7G9V1HW8V59DSZT,594,MBW1Z0S0,35.0,man,white,1.0,1.0,2.0,3.0,5.010635294096256,A hike and visit to Pictured Rocks National Lakeshore.,retold,I looked down into Lake Superior,0.5,3DBQWDE4Y7KHYB9D1P7ZTYRU35V5NV,,,,"I went on a ten mile day hike in the Pictured Rocks National Lakeshore on the shore of The Superior in the Upper Peninsula of Michigan. Pictured Rocks is a beautiful location. The sights are amazing. From starting in the woods, to crisscrossing rivers, to spotting waterfalls, all the way to the Pictured Rocks themselves. The titular Pictured rocks are sheer cliffs on the shore of Lake Superior. They have great coloring that gives them their name. Gazing over them is a memorable experience. Looking hundreds of feet down into the clear and turquoise waters is stunning. Lake Superior is always a sight to behold, but here is where she shines best. I really do love it there. The hike itself is fairly easy even despite a bump or two. Though, it was a bit muddy being spring. There were moments of tiptoeing and leaping around mucky mud. But it just added to the adventure. Rain was a possibility throughout the morning but it held off and the temperatures were cool and perfect. Just an all around great experience that I won't soon forget. I highly recommend the area.",1.0,It is a quick story about a visit to Pictured Rocks National Lakeshore in the Upper Peninsula of Michigan. Detailing the sights and experiences of a ten mile hike.,150.0,Retold
33CID57105FOWWJOBT3R19PMIY8L3R,641,69J87ZD3,35.0,man,asian,2.0,4.0,3.0,3.0,5.48063892334199,a wedding between two of my close friends.,retold,I broke the glass making the best man toast.,0.625,35USIKEBNS2DHF9R68H4L45U77Q6NI,,,,"This event,  if I can remember correctly was one of my best friend's wedding.  I was a part of the wedding party. It was a lot of catching up with people I hadn't seen in awhile. It was more emotional than I expected.  I have been friends with him since high school and I have become very close to his wife in the last ten years.  It was at a very beautiful location with a waterfall in the background.  We spent the previous night at their house having a barbecue and drinking. That morning we went to eat at a great burger place and we basically drank the entire day. It was a lot of dancing once the reception came about. I danced the night away with a lot of the bridal party. I think the groom just wanted to have a party. I don't think he particularly wanted a wedding, but he really likes to party. The embarrassing moment was very embarrassing for me. It was during the time when people made toasts. I went to toast and I ended up breaking the glass in front of the entire audience. It was a royal embarrassment.",4.0,Such a beautiful event to be a part of. A lot of fun and emotional moments happened. At the end I talked about an embarrassing moment that happened at the event.,240.0,Retold
3IRIK4HM3B6UQBC0HI8Q5TBI9OZ6CU,2180,5V10W38K,50.0,woman,white,1.0,4.0,4.0,5.0,1.9459101490553128,My husband's journey to satisfying employment,retold,When he got injured bad first week at this job!,0.0,3GA6AFUKOPAMA00YK8OT9HWE4AGH3K,,,,"Since the time of my writing, the road has been a bit rocky.  My husband was able to find a job.  That job was an hour away and was twelve hour shifts! So basically he was working fourteen hour days, three to four days a week.  That was taking a toll on him.  I was constantly worried about his health and safety.  He is in his sixties and diabetic and needs a lot of sleep.  He was at this job for about three months and we get kept running into walls with his benefits and pay.  We were both keeping our chins up and dealing with it.  Suddenly, out of the blue he gets a call from two different recruiters.  Next thing  I know, 5 interviews later he is resigning and starting another position right around the corner.  So now we're happy right?  Higher pay, way closer, etc. when I get a call the Friday of his first work week,  he got injured on the job.  An electrical burn.  So he's been there two week, he is starting the third week today, Monday, his hand is still wrapped and the wound not healed by far but he is still at this job.",3.0,My husband was laid off from a long term job and it has been very difficult for him to find employment near home that pays well.,7.0,Retold
3H8DHMCCWAXBUI33JIX2ZIYJKBCDKY,3539,5NCJONJL,30.0,woman,white,1.0,1.0,5.0,5.0,5.598421958998375,The birth of my daughter.,retold,I found out how much I could actually love another living thing.,0.75,3FIJLY1B6VQ93TEFNGX0JZN21GHPFE,,,,"Having a child is a total miracle. Worries of how you’ll perform as a parent are overwhelmed as you look into their eyes and you know it’s going to be OK. Kids call you to a higher level of living.  I cried when my daughter was born.  These weren’t quiet, demure tears. They were big, breathless sobs. The very air sucked out of me as I held my baby, her own squalling cries drowning out my own. I was overwhelmed. I had never felt so much before. Conventional parenting wisdom says the day your child is born is one of the happiest of your life.  At the time I didn’t feel happy. I barely knew what I felt at all.  I was filled with an indescribable emotion—some mix of everything all at once. I was awed. I was humbled. I was proud.  I loved myself then more than I ever had before. I couldn’t be all bad if I had created something so small and precious. I held her and let myself be swept away by the feeling. I laughed—and even laughed as I cried.  I didn’t know I could love so much. I didn’t know anything in the world could be so important to me and so worth protecting. But, when she was born, something in me changed.",1.0,This is the story of when I had my baby girl. This happened a little over 5 months ago. It is the single most important day in my life. I will probably never have another day as important as this one.,270.0,Retold
38BQUHLA9XMXO3UVU3OYPP2L6AIOM2,869,BDRD1KRC,25.0,man,white,1.0,4.0,4.0,4.0,5.1929568508902095,A friend fell 20 feet and broke his leg while climbing.,retold,When he fell off the rock.,0.5,3ZY8KE4ISKPJZ21KN8HT1QGYU5NQVO,,,,"My friends and I went to a local climbing spot that we like to frequent. It was a regular day and everyone seemed to be doing well , and we were having a fun time. I was doing a route, and there was a certain section that I couldn't get past, so my buddy decided to give it a shot. He is one of the better climbers in our group, so we didn't think it would be too hard for him. He started up confidently, and was climbing with ease. Out of the blue he lost grip with one of his hands. This rarely happened to him, and as we were watching it felt like slow motion. He fell about 20 feet off the rock face and hit the ground. We heard a loud crack when he hit the ground , and knew instantly what happened. He broke his leg. We all rushed to his aid, and tried to support the broken leg as best we could. We had no choice but to help him down the hill which was quite a distance. We ended up making it back to the car, and we drove him to the hospital. We were all very worried about him, but the doctor assured us he would be fine. We have all been very careful since that day.",4.0,"Some friends and I went rock climbing. One of my friends fell 20 ft to the ground, and broke his leg. He couldn't use it for a while, but was okay.",180.0,Retold
3WYGZ5XF3X1HW7MLG8SRUHKI10WSK3,448,2SHJ97FQ,18.0,woman,white,1.0,1.0,3.0,4.0,4.787491742782046,my amazing adventure in Budapest with a close friend,retold,we came upon the view at the fisherman's lookout,1.0,326O153BMJK88IBTNWMZ1NLD37FED1,,,,"I was able to take a trip to Budapest with one of my best friends who I had not seen for a year or more. It was such a lovely trip. We took a boat ride a sunset over the beautiful water and were able to see the parliament building lit up at night. We ate absolutely amazing food. I had initially been worried they had a very meat-centric diet, and as a vegetarian I thought I wouldn't get to enjoy authentic dishes but I had some delicious goulash and many other unique plates at restaurants. I bought a jacket that I absolutely love one day when were walking down the street of our airbnb. We stumbled upon a hole in the wall thrift shop, it had such beautiful pieces. I easily could have bought many things but settled for a cute vibrant blue cropped blazer. I have worn it many times since and always get complements. My friend and I still talk about the trip to this day, we had such an amazing time together. Our feet were about to fall off from all the walking we did, but it truly gave us the best experience in seeing the most we could in our short time. One of the most surprising and beautiful moments of the trip was definitely when we went to the fisherman's lookout. I had not known what to expect because one moment we were on level ground and the next we came out of a tunnel that offered us the most stunning view of Budapest and the river. We had a cocktail at the top and just soaked in the beauty of the moment. That had to be one of my favorite moments of the trip.",2.0,"The story is about a trip I took to Budapest, Hungary with one of my best friends. The trip was a very enriching experience. We were exposed to Hungary's culture, beautiful scenery, and were able to catch up after not having seen each other for almost a year.",120.0,Retold
