AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,scalar_text_sequentiality,story_type
3LOZAJ85YEZUB84ULCSATTFG6AJ2X3,776,VQLGWBTZ,35.0,woman,white,1.0,1.0,3.0,4.0,4.0943445622220995,my niece starting kindergarten,retold,it ended up being okay,0.625,3Z9WI9EOZ0AS6Y855EGSQ3DGO73KHU,,,,"So it has happen, the thing that I was dreading and extremely worried about. My little niece has gone and grown up some and has started kindergarten.  She is a great little girl and I love her so much.  I have spent so much time with her and she has depended on me for a lot and I have gotten used to taking care of her and her being with me a lot of the time. See she has went through a lot as a little girl and I was there through it all. The hospital stays and the seizures and even the little things like having a cold. But she finally reached the age of Kindergarten and whether I liked it or not she was ready to go. I mean all kids have to do that at some time. I was worried about her too because it would be the first time that she was gone all day also. Well it has went okay. She likes it and she has made a lot of friends already.  She has also learned so much. She really is enjoying herself and having a good time in life.  I am glad it is working out for her and that she is happy and I have gotten used to it also and am able to enjoy some time that I am not chasing after a silly little girl. We will continue to make memories together and there will be other times in life that there will be change and hopefully it is as good as this has been.",2.0,My niece is now going to kindergarten and that is scary and crazy yet exciting. I have been there for her through a lot of stuff and this is the first time that I am not going to be there so much so it is a very big deal.,60.0,1.3489452521254246,Retold
35GMH2SV3F3ZCF2ID50FCHXCR7TOE7,524,JOZTOWNN,18.0,woman,other,1.0,1.0,4.0,5.0,4.0943445622220995,taking part in a Haiti charity dance event.,retold,all the students remained dancing for the three hour period,0.875,37ZHEEHM6X8PHBUM7Z2HI47K0K337N,,,,"During the Haiti charity event, instructors from all around the area came together to showcase their talents in the form of dance. There were all types of genres from Zumba, Hip-hop, mixed fit, etc. The event altogether lasted around 3 hours. Each group was allowed to perform twice for rounds of 10 minutes each. There had never been an event like this before, so it was intense, fun, and only at the price of $15 for admission. Each group that went on showed power, intensity, and all around had a great time. All of the groups on the sidelines cheered on for each other and took pictures and videos of the event and the groups performing. We all had a love for each other that could not be explained. I truly felt part of a community bigger than myself and was proud of each and every group that performed. My greatest surprise were the students attending the event. They danced NON STOP for three hours straight. The physical capability and determination was beyond overwhelming. In the end everyone was exhausted, but so happy at the event turnout. The event was a huge success because we were able to raise a lot of funds and get a lot of donations for the children in Haiti for their upcoming school year. After this event was over, we were already planning to do another event just like this one, and many of the groups were already planning for the future.",1.0,I was able to take part in a Haiti charity event to raise funds for children and families. We all formed dance groups and performed in a showcase to raise as much money as possible for a successful event.,60.0,1.1264273354440166,Retold
3NG53N1RLW50OE4SF2RU976H3U98PC,497,2BUC3QA6,25.0,woman,white,1.0,2.0,4.0,3.0,5.1929568508902095,my brother's fabulous engagement party,retold,we all jumped in the pool,0.75,3ERET4BTVNVZRSQM72S0DMFS337K9W,,,,"My brother decided that he was ready to propose to his fiance. He took her on an amazing hike on a Sunday and proposed on top of a mountain. We were all so excited!!! He facetimed us and we all couldn't wait. Afterwards, he came back to our town for a party. I got my hair and makeup done so i would be ready. We all knew it was coming so we had our outfits prepared. Her parents hosted the party in their backyard. It was so fun! They had a beautifully stocked bar with lots of alcohol. We took so many shots and amazing cocktails. We also had a lot of snacks and passed around food. We took such great photos and danced all night. After lots of drinking, everyone decided to go night swimming. We all changed into bathing-suits and jumped in the pool. It was so fun! It was such a fabulous party.",1.0,My brother got engaged and it was really fun! It was hosted in his fiance's backyard. We all had lots of drinks in the backyard.,180.0,1.6229416824264056,Retold
3X4JMASXCNVG2VYF1TWEL8VA3YX0BN,1666,O1NXO8IS,55.0,woman,white,1.0,2.0,4.0,5.0,5.1929568508902095,Being able to witness my horse give birth,retold,I was actually able to be there to see it happen.,1.0,3I3WADAZ9RQZGW9P247C8NRZ1DDO5A,,,,"I bred my horse to a stallion based in Northern California. Getting my horse pregnant was a very tricky operation. She had a curved cervix so it took many tries before she finally tested positive. I moved her to a facility that solely dealt with equine reproduction. One day I was lucky enough to arrive at the facility just as she was giving birth. I was told by the people who run the place beforehand that most likely I wouldn't be able to be present because more often than not, horses give birth in the middle of the night. So it was some very good fortune that we arrived in time to experience it. When we got to the facility, I didn't see my horse. The thought even crossed my mind that she was stolen. But then I saw she was on the ground, in labor. The whole process was amazing. I had mixed feelings of excitement and concern for my horse. Horses can have breech births. This can sometimes can result in both the mother and foal dying. But I didn't need to be concerned. The birth was amazingly fast. My horse got on her feet immediately. She was very attentive to her foal. The best part for me was seeing the filly get to her feet. It was a bit of a struggle at first and she was very wobbly. Then she started nursing and everything seemed to be as it should.",2.0,My horse gave birth. I was lucky enough to be there to witness the whole thing. It was a remarkable experience.,180.0,1.621771528579957,Retold
3TU5ZICBRENLOQ57FF6J9CWQJXBQ8O,1829,V6SF0OQ8,35.0,woman,white,1.0,4.0,3.0,5.0,4.0943445622220995,the death of a friend,retold,a young man passed away,1.0,3HUTX6F6VV97HZQ2KL5EAGON957O2Q,,,,My best friend's son was in a prison in the state of Florida and was due to be released in only a few weeks. She received a call that he had been found in his cell unconscious. She traveled over there and he never really did regain full faculties. The state released him to her and she had him transported over here to our state so she could take care of him. He lasted around 6 months before his body systems failed him. We buried him in the local cemetery. It was a very sad occassion to have to bury such a young man under such horrible circumstances. We have concated an attorney in the state of Florida. He is looking it finding any video or eye witness to what could have happened. The guards nor the prison are forthright at all. I know she needs these questions answered. When you lose one of 2 children in such a manner you need answers. I have my doubts though that she will find answers. She still does not know exactly what happened in that jail cell and probably never will. The questions and guilt must be enormous but at least he is not suffering anymore.,4.0,My best friend's son had a terrible accident. He was in a coman for nearly a year. He passed away and we buried him 2 weeks ago.,60.0,1.128823309812841,Retold
3QBD8R3Z225HKD5POZO23VLLEGHO4F,4905,DZLG8IGZ,25.0,man,asian,1.0,3.0,3.0,5.0,5.010635294096256,my coming out story with my father,retold,my father accepted who i am wholeheartedly,1.0,3IXEICO7935BCSEB343GU3BMY6F6TM,,,,"Ever since i was young i knew that i was gay. A few months ago,  i was having a deep talk with my father. My father was a very tough  person, very strict and religious i would say, and for that i was afraid of him. We are not that close ,i was more closed to my mother . I was quite feminine and no girlfriend yet.     I am pretty nervous because the topic might go towards my sexuality and it does . My father asked me ,do you have a girlfriend? I said no i don't have,  are you gay, i don't know what to say at this point i was very nervous. I just said if I said no are you going to believe or if I said yes are you going to accept me?  My father said ever since you are a child i knew it , i just don't have the courage to asked. and i accept you regardless because you are my son and i love you. I was in tears  and overwhelmed with happiness because i am finally free of myself of always being afraid to be found out by others. Constant thinking of other people might say or thinking it hurts me so much and my well being, it was not healthy for me.      Whenever i was thinking of that moment i was very happy for myself and my family . God i love my family they mean the world to me, I don't know what to do without them. My coming out story is very important that i will never forget.  I hope i might inspire others to be themselves and other might accept them for who are they really are. Thank you.",3.0,My coming out story to my father. and how  he accepts me for who am i because he loves me. how i love myself and my family,150.0,1.2452777702964906,Retold
39GHHAVOMGD3J2ES8MWXVZ4ZDSRJ4L,600,IXD8E7EB,30.0,man,white,1.0,2.0,4.0,5.0,4.499809670330264,Mechanics taking too long and being given a car,retold,That someone gave me a car for nothing,0.5,3YMTUJH0DT2XX5AXKGA1X5R81SPT4T,,,,"My neighbor works on my vehicle's and he is often very unreliable. He works for a great rate but doesn't communicate and sometimes has take over a month to do a job.  So this was one of those times. I went out of state for 3 weeks and dropped it off, assuming that he could do the job while I was gone and I wouldn't be waiting when I got back.  It all was very efficient.  Well, I got back to town and guess what? The job still wasn't done.  I was told it would be done the next day.  Nope.  The next week. Nope.  Then I just wasn't told anything. So while this is going on, another friend who knows how these mechanics can be had a Subaru sitting in his driveway that he didn't want anymore.  It was in a bit of rough shape and certainly understandable why it was being given away, but the interior was nice and more importantly it drives like a dream.  I couldn't believe how cool this was because the friend I speak of, who gave me the car, was barely a friend at this point. We had maybe hung out 2 or 3 times.  It was just completely unexpected and came at a great time.  I was able to sell my Jeep to someone who really needed it and the car has treated me well for the most part. Although currently I'm again waiting on repairs .",1.0,"I was waiting on my Jeep to be repaired and it was taking a very long time, the Jeep had given me plenty of trouble in the past as well.  Someone I barely knew called me and gave me a car that they no longer wanted.",90.0,1.5505686234411291,Retold
3NPFYT4IZDQKQ2C1KRDZVX9HXJ0XGQ,1222,EK6W7EXG,30.0,woman,white,3.0,2.0,4.0,5.0,4.787491742782046,Birthing of two babies.,recalled,Even with complications I did not need surgical intervention.,0.375,3NPFYT4IZDQKQ2C1KRDZVX9HXJ0XGQ,,,,"4 months ago I went to the hospital for a non stress test for my twin pregnancy. It was determined that one of the babies did not have enough amniotic fluid and her heart beat was indicating some stress with the mild contractions I was having. I began to panic thinking about all the things I had not completed that I desired to complete before the arrival of our twins. I was admitted to the hospital within the hour. I was hooked up to multiple machines and given medication to make labor move along more quickly. The pain became quite intense about 6 hours into this and I was given the option for n epidural, which my doctor stated was the best option in the event I needed and emergency csection. I opted for the epidural and when I was given the medication My blood pressure dropped so low instantly I passed out. When I woke I was surrounded by hospital staff and being given multiple medications. A few hours after this it was time for delivery and I succesfully and safely delivered 2 babies with no surgical intervention. We stayed in the hospital for several days. The twins needed a little extra help to ensure they were going to be ok with eating and gaining weight. Even though baby B was a footling breech delivery she was perfect and healthy. The hospital staff treated them like little celebrities because there had never been a natural twin birth in that hospital before and they were all in awe of the babes. The babies gather nuch attention every where we go. This has been quite a challenge for me as an introvert with a fear of small talk. Maybe someday when I have gotten a decent nights sleep it will come easier.",2.0,The unexpected day of the twins arrival. The day that changed our lives forever. The story of making an uncomfortable introvert into a small talk with strangers sleep deprived mother.,120.0,0.924142341895156,Retold
3L70J4KAZH85I5UH7RKD54VNFAYDAL,1436,2K9NEVI7,55.0,man,white,1.0,1.0,2.0,5.0,5.799092654460527,moving west,retold,we discovered costs involved,0.0,3CN4LGXD5YATER9RUMX05MJNF0NY4E,,,,"after years of contemplation we decided to move from new york  (where we lived most of our lives) to california.  The reason for this was twofold. Number one was to be closer to family already settled in california. Number two was a sense of needed change in our lives. We are seniors and the whole experience was very daunting. Selling our house that we lived in over 40 years was a struggle. Then we had the issue of what to do with our to beloved dogs.  This caused internal family problems that still haven't been totally resolved as of this date. Finding a new place to live remotely was an issue that was helped somewhat by the help from our family and by extensive use of the internet. As it turned out, we ended up with a home that someone off offhandedly remarked was available and it turned out to be just right for us. Next objective was to buy a car. Very little funds were available. The car shopping took time. Many hours spent shopping around. Finally the right car at the right price was found. The purchase transaction went smoothly.",1.0,moving. from east coast. to west coast and the difficulties encountered. process took over three months to complete. cost of move was greater than expected.,330.0,1.7840184571253668,Retold
3M81GAB8A154QO3EIRQT0EMR30BQB8,2657,KZZK6E32,50.0,woman,asian,1.0,4.0,5.0,5.0,4.0943445622220995,dropping off my oldest child to college,retold,My daughter's parting gifts for everyone.,1.0,31UV0MXWNRYPKAYM49U7OQVDSY9I5V,,,,"In August 2019, we dropped off our daughter at her university.  We drove for about six and a half hours to drop her off.  It was a big day for everyone.  I was so happy and excited for her.  Of course, I was a little sad at the same time.  I know I will miss her a whole lot.  Once at the university, we were just so proud.  We saw many parents with their children on campus.  It was a little chaotic, but still well organized.  The upper classmates helped with the moving of the freshmen.  We tried to decorate her dorm room with the stuff that reminded her of home.  My daughter and her new roommate were happy to finally meet each other.  The whole day went by so fast.  When it was time to say goodbye, I tried to put on a happy face.  In the end, I could not help being emotional. What I remembered the most about that day is what my daughter did for us.  She had parting gifts for all of us.  She wrote each of us a letter.  I didn't dare to read it in front of her, because I was already so emotional.  I will never forget this day.",3.0,"The day was bitter-sweet at the same time.  I dropped off my child at her university.  It was a very emotional day, but also very satisfying.  It was a big deal for everyone.",60.0,1.4290063399871886,Retold
33CID57105FOWWJOBT3R19PMIY8L3R,641,69J87ZD3,35.0,man,asian,2.0,4.0,3.0,3.0,5.48063892334199,a wedding between two of my close friends.,retold,I broke the glass making the best man toast.,0.625,35USIKEBNS2DHF9R68H4L45U77Q6NI,,,,"This event,  if I can remember correctly was one of my best friend's wedding.  I was a part of the wedding party. It was a lot of catching up with people I hadn't seen in awhile. It was more emotional than I expected.  I have been friends with him since high school and I have become very close to his wife in the last ten years.  It was at a very beautiful location with a waterfall in the background.  We spent the previous night at their house having a barbecue and drinking. That morning we went to eat at a great burger place and we basically drank the entire day. It was a lot of dancing once the reception came about. I danced the night away with a lot of the bridal party. I think the groom just wanted to have a party. I don't think he particularly wanted a wedding, but he really likes to party. The embarrassing moment was very embarrassing for me. It was during the time when people made toasts. I went to toast and I ended up breaking the glass in front of the entire audience. It was a royal embarrassment.",4.0,Such a beautiful event to be a part of. A lot of fun and emotional moments happened. At the end I talked about an embarrassing moment that happened at the event.,240.0,1.2297422905900848,Retold
3WI0P0II62EXHMGY926Z0UKWQB5RDT,662,T1SVPRK7,35.0,woman,white,1.0,1.0,3.0,5.0,4.787491742782046,having money taken from my husband's check for a bill.,retold,his boss gave him the letter.,0.75,3RSDURM96B8B6T6KJS9DE8VEKX0EYR,,,,"One day when my hospital was leaving work he boss came in and gave his a letter. It was from the hospital stating that they would start taking 25% out of his check each week to pay back his bills. This is really hard when you live basically paycheck to paycheck. My husband gets paid twice a month so that is almost $500 we are losing each month until it is paid off.  This is basically a whole month's rent minus like $25. We are struggling, but we are making it. I turk every day to help which I already did, but now it is more of I have to then I want to. We have tried not to change the way we live as we don't want to worry the kids something is wrong, but we have cut back on eating out. We might struggle every month, but we find a way to survive. Some bills are a little late, but they are getting paid. I rather have things paid then getting cut off. We only have another couple of months to get through and it will be paid off. I believe we worked it out and we will be struggling until taxes in 2020. It has already been three to four months and we are making it work. That is all you can do. You find ways to work around the struggles. No matter what they are.",1.0,Hospital started taking money from my husband check. We have figure out how to make it work. We might struggle every month but we find a way to survive.,120.0,1.2886178968224606,Retold
3HUTX6F6VV97HZQ2KL5EAGONIUU2OE,1854,RNSDD8JN,55.0,woman,white,1.0,2.0,2.0,4.0,4.787491742782046,seeing my family,retold,my cousin called and said they were all coming in.,0.375,3E7TUJ2EGD8RDMKCFL6D99K2BA7D9X,,,,"My  cousins from my dad's side of the family and from  out of town called and said they were coming in . They said it would be a reunion . I asked what they wanted me to bring and they told some things I could bring. I asked them why were they doing it because I thought maybe my dad was sick and nobody informed me of it. He is turning ninety this year . The one cousin I asked said just to come in, I think. So it kind of worried me  that something might be wrong with him.  But they came in and a lot of people were there and we had a good time. We ate and took pictures and showed each other pictures of all our families and people in our family who had died.  It was sad because our grandparents had died and all of my cousins parents had died . There was no one left on my dad's side but him. All his brothers and sisters and their spouses were dead. We gave each other small gifts and made to go boxes of left over food for everyone and then cleaned up the kitchen. One of my cousins was a photographer and we went outside and took a lot of outdoor pictures of everyone and later he put them online for us. It was good to see everyone and it felt like when we were all kids and were at our grandparents house eating her food and seeing each other, like at Christmas or Thanksgiving.  Most of them brought the food that grandma made when we were growing up so that made it feel even more like a family reunion .  It was a fun day and sad also when my dad gave a little speech at the end and said how proud he was of all of us. He teared up some and I think everyone else did too. It was sad because everyone has to die and we aren't here for very long. It made us aware of that I think and it was sad but also fun to see everyone.  We made plans to see each other again in September and I am looking forward to that . Some of them have to fly in so not sure how many will make it.  I will go to that event since it is only an hour and a half away from me and an easy drive.",1.0,Family reunion that will probably be the last one on my dad's side since he is 90. All my cousins came in .,120.0,1.1742758470035468,Retold
3DZQRBDBSM1B09EEV20SDV3HAFKS3Q,499,WEUXXNLK,30.0,woman,white,4.0,4.0,5.0,4.0,5.598421958998375,my relationship,retold,my boyfriend cheated,-0.25,3DR23U6WE60FP77Q9MME6R3ZDOATE3,,,,I was completely caught off guard by this development because I really thought that we were meant to be. My close friend had never betrayed me at all on any level. I didn't know what to do or how to handle this crazy development. I thought we were going to get married. We hung out all the time. I really didn't want to snoop in his phone. I didn't think it was possible. He tried to justify it when I finally confronted it. I wondered if I should just stay with him. He was a great person. I was surprised because I've never caught anyone cheating. I thought he would be the last one to do that. I decided that my friendship and relationship were never going to get better. I had to end it. I was so pissed off and I've never been so shocked in my life.,4.0,My boyfriend cheated with a close friend that really caught me off guard. I was hoping and praying that this was not true.,270.0,1.237764206934272,Retold
33JKGHPFYDGF6IUJTOOLA02GAZ9MN9,834,2794PWBN,30.0,woman,white,1.0,2.0,2.0,3.0,4.0943445622220995,my mother in law and her mixing chemicals.,retold,mother in law makes stupid decisions.,0.125,3QFUFYSY9Z1NE0SWPW5CG1C7B66F47,,,,"So the toilet was clogged. I called my husband to let him know what was going on. He said that he would take care of it when he got home. He worked on it and put some powered sepic safe unclogger in it and let it sit. He called his mother to let her know what was going on , that he put unclogger in the toilet. She then decided to stop at home depot to pick up something else. She bought draino , which is NOT toilet safe , and should not be mixed with ANYTHING else.  Well she came home and dumped an entire bottle of draino in the toilet and created a toxic gas , basically mustard gas according to poison control. Decided to go smoke a cigarette while the entire house filled with the chemical fumes. I ended up taking them both to the ER for breathing issues. My mother in law tried to kill her and my husband by mixing chemicals and not reading warning labels.  She brushes the incident off as nothing serious but it was.  So please read the warning labels on chemicals.  Do not use draino on a toilet.  BE safe and think about when you are doing first.",3.0,MIL has bad memory and accidentally tried to kill her and my husband. She mixed chemicals  in the toilet by not paying attentions when someone told her they has already put unclogger chemical in the toilet.,60.0,1.2003906715063637,Retold
373ERPL3YPU4YBCVVS6E5Y2JIPITRE,436,5S1XX45J,30.0,man,indian,1.0,2.0,3.0,4.0,3.737669618283368,Visiting my dad,retold,we got along,0.125,3MD9PLUKKJ0F5PT28DEFI2YPD56NZY,,,,I went to visit my father after a long time. He was sick and not doing to well. I usually don't get along with him very well and he usually tells me about how I make the wrong decisions in life. I tend to tune him out and not pay attention. When I went to go see him I felt different. He did not seem like the same person. It seemed like he was interested in talking to me and seeing how I was doing. He talked to me about our family history and I listened intently. I was very happy to hear him talk about his past. I felt more connected to him and felt like he wasn't trying to tell me what to do. I was pleased to be able to have a relationship with my dad that was less confrontational and more open. After we were done talking we sat at the table and had dinner and I had a good time. My mom was there and I could tell she was happy that we were getting along. When I finally had to go I thanked them and hugged my dad. I felt like we really turned a leaf on how we got along and from then on things would be different.,3.0,I went to visit my father. We rekindled our relationship. It was a wonderful trip where we got to talk about the past.,42.0,1.246828992791239,Retold
33FBRBDW6PLHUPVOAX5OP779SK1C8D,1316,5CH15P2I,50.0,woman,black,1.0,4.0,4.0,5.0,4.787491742782046,my aunt's passing,retold,my aunt died suddenly,0.75,3A4TN5196L4AN0WHD1ZU2K08JYYCHD,,,,"Four months ago, my favorite aunt passed away. It was a shock to the entire family because it happened so suddenly. I think about her constantly and I cannot believe that she is gone. I don't think there has been a single day that something has not reminded me of her. Sometimes when I am even in a store shopping, I see someone who looks similar to her and I am reminded of her. I recently had a birthday and even that brought back memories of her because I could always count on her sending me a card or acknowledging my birthday in some manner.  I am not sure how the family will be able to cope with the upcoming holidays. My aunt came to visit us every Christmas and I know that it will be hard on all of us, especially my mother. My mother and aunt were the closest sisters I have ever seen. They talked on the phone every day. Now, I make sure to call my mother every day in an attempt to fill the void. I am also planning to spend more time with her so that she doesn't get lonely. I also try to call my cousin more often to check on him. He lost his father last year and now his mother was taken so suddenly. We are all still coming to terms with the shock.",4.0,"My favorite aunt passed away very suddenly. We all felt blindsided when it happened, and we still cannot believe that she is gone. My family is still trying to come to terms with the loss.",120.0,1.1921270043860608,Retold
3ND9UOO81LOLNULCLDET660I2S6LWN,7765,9HH1E5E1,55.0,man,white,1.0,1.0,2.0,5.0,4.499809670330264,"witnessing the word of God, scripture, to my niece.",retold,she let me talk without interrupting since it was about 'religion'.,1.0,3C44YUNSI2BC590JWA2AVZKHRRUDPY,,,,"I have struggled to tell my family about the gospel. It is not that I don't want to. It is just because they are not receptive to it. I know I cannot shove it down their throats because they will build a wall so quick to block it out. I have to be more subtle about it. When I took my niece shopping a few months back, she brought up something that was from the bible. She was not having a biblical conversation, but she did have to mention a certain custom that was found in the bible. Naturally, she took a worldly view of it rather than read the entire book to understand the context. I was able to explain what the snippet she shared actually meant. She rarely listens when I am able to share something with her like this, but she was the one who brought it up so I did have her attention. It was like only climbing a foot up a 1,000 foot wall as far as progress goes, but this was much better than declining, which is usually what happens. I hope to have more chances in the future, but I know they will be hard to find. I am encouraged though by this. It means that she will be open once again to hear the gospel since she was this time. I just hope that I can get the rest of the family, and her, on board!",1.0,I want my niece to understand the power of the gospel. It is rare when I am able to plant any seeds because she is so resistant to it. I had the opportunity on our last visit!,90.0,1.1206002304386131,Retold
3NPI0JQDAPRJMYWGI02P0323CTSTPL,1877,EFENMS44,25.0,man,other,2.0,2.0,4.0,4.0,5.1929568508902095,a new job opportunity that a former coworker offered to me.,retold,I found out I was able to work remotely full-time.,0.75,3ERET4BTVNVZRSQM72S0DMFS5VZ9KZ,,,,"This event was about a job opportunity that I had approximately 3.5 months ago. A former coworker, who I had a great working relationship with, reached out to me. She told me about how her new company was a leader in the industry. In addition, she mentioned how she was excelling in her current role with them and really enjoyed the work. She mentioned that I would be a great fit for an open position that they wanted to fill. This company was over 3,000 miles away from where I live. However, the most surprising thing is that they were willing to let me work remotely! This was definitely a surprise to me, especially since it is uncommon to have a full-time employee work remotely in this specific industry. I was shocked and extremely grateful for the opportunity. This experience was significant to me because it helped me be more grateful with my current circumstances. I also felt a closer bond to my former coworker and felt a sense of thanks, especially since she helped connect me to this position. I learned a bit more about myself through writing about this experience. I learned that I have a good network of people around me. I also learned about my specific feelings around work and my circumstances. I really need to reflect more and learn to count my blessings. We have limited time to live, and it is important for health and longevity to reflect on the good in life.",2.0,"A former coworker reached out to me about a job opportunity, however the company was over 3,000 miles away. After interviewing with the company, they offered me the job and are allowing me to work remotely.",180.0,1.2238194561758144,Retold
3UN61F00HXB2D915UWOG2IW4PACR5Y,349,6UEEF00X,30.0,woman,white,1.0,1.0,3.0,5.0,5.598421958998375,our wedding anniversary,retold,We spent time with our children,0.875,3CP1TO84PUNL9PKKF69F1AOW2YT52F,,,,My husband and I have been together for over ten years now.  We decided to celebrate the occasion.  We made a whole day out of it with different activities.  We spent some time to ourselves.  We also chose to spend some time with our children as well.  We see them as an integral part of our family.  Our children are what shaped our family into what it is today.  That is why we felt it was important to spend time with them on that day too.  They are our world.  My husband and I also spent some time reflecting and thinking about our last 10 years together.  We have been through many ups and many downs.  We have always come out together in the end.  We support each other.  I feel as though we have a strong relationship and have each other's backs.  Making our 10 year wedding anniversary a celebration was important to remember that.  I can't wait to see what the next 10 years has to offer us.,1.0,My husband and I celebrated our 10th year wedding anniversary.  We had a day full of surprises.  We celebrated as a couple and also chose to include our children later in the evening.,270.0,1.5241125602534882,Retold
3TR2532VIQGHYPI6RAPCSXODZ95J6K,1543,2EO96JJJ,25.0,man,white,2.0,2.0,3.0,3.0,5.48063892334199,A trip to a convention in Baltimore with some friends.,retold,It was surprising when we managed to get a balcony room again.,0.5,36H9ULYP63GDHIBHS3SGM31QM0DJF6,,,,"In January I went on a trip with a group of friends that we go on every year in Baltimore Maryland. This year we managed to convince a new friend to go with us on top of our usual group. We traveled there during the middle of the day and were lucky enough to not have to deal with any snow this year. The previous year was quite snowy when we were driving up. We also managed to get lucky and get a room with a balcony again. We try our best to get one every year but since so many people are going it's often tricky to not find them all booked already. The balcony adds a really nice relaxing place to hang out where you can still see some of the event while taking a break up at your room, it really adds to the experience. The event has a 24-hour arcade that runs every day and we have found over the years that it's best to be up and night and sleep during the day. That way you get to enjoy the arcade with less people and can sleep when everything is super crowded. This year especially I mostly focused on the arcade so I was asleep a lot during the day and just stayed up all night. You also have to be careful about where you get food and when because of how busy everything is. Typically we get a bunch of snacks and things for our room to have something as filler since we aren't sure when we might manage to eat. We also try to make at least one trip to a nearby steak place every year we go, as well as a trip to the local Chinese food place. We did our best to teach our new attending friend our tricks but we mostly let him enjoy whatever he wanted to do and he ended up liking the event a lot which is good. I believe he managed to get something signed by a composer he likes. I hope he comes again next year and we can have another addition to our yearly crew. Overall it was a great time and I look forward to going again early next year. This is so far the main thing I do reliably every year so I hope we get to keep doing it. Hopefully we get lucky with the balcony room again and manage to not have it be too cold or snowy during the event itself.",2.0,I went on a trip with a group of friends that we go to every year. I had a great time and so did our new trip attendee. I look forward to going again next year.,240.0,1.1070647899704418,Retold
3L2IS5HSFB4YJQZS2QF71AJADPQNUE,982,FZ84V0JH,30.0,man,white,2.0,4.0,3.0,5.0,4.787491742782046,being terrified about my daughter choking,retold,we found out it was a seizure and she had epilepsy.,0.875,3IHR8NYAM8NZ5DHQ3Z1HSVQB420P4Y,,,,I cannot believe the day that had just happened. It started out when I had to work a double shift and came home ridiculously tired the night before. I had only slept a total of 4 hours before I heard the thud and the scream from my 7 year old son which felt like it filled the house. It was 6 am and I was immediately taken in an out of body experience which is all I can describe it as. I heard my son screaming for help and I immediately screamed for my wife because I thought I was going to find my daughter dead in her room. My son was crying over my daughter as she shook and her eyes were rolling in the back of her head. I was sure that she was choking on something and my son through tears kept telling me she may have swallowed a lego because they had been playing with them. I felt sick and told my wife to call the ambulance right away. We were screaming at each other and crying and I shoved my fingers in my daughters throat to try and get her airway clear because I was positive it was choking. I even started doing heart compresses. I thought she was going to be gone and I have never been more afraid. I felt myself outside of my body looking in at that moment. My son was terrified and I did not keep it together well for him. When the ambulance came my wife was sure it was a seizure by the way she was reacting after. She immediately fell asleep and we took her to the ER. She had to have an xray to confirm that there was nothing blocking her airways. It was the single most terrifying moment in my life. My daughter has epilepsy.,4.0,Woke up one morning and heard one of my kids fall to the ground in their room. I thought my daughter was choking but it turned out to be something else...,120.0,0.9954510855007498,Retold
3SB5N7Y3O4QCTC6QHFOSMJM6WUW0GO,1077,TIZTLROI,30.0,woman,white,2.0,1.0,1.0,1.0,5.1929568508902095,a fight with my landlord,retold,he yelled at me that I was an idiot.,1.0,3N4BPTXIO9EXBKEP5DNR9I26BCFUK2,,,,"Well a few months ago, I got in a fight with the owner of my building. He was being a jerk and other stuff was going on with him emotionally, I think. Anyway, I was walking with my friend close by to my building. This guy and the owner have known each other for like 25 years! They had been fighting lately. I guess they were kind of antagonizing each other. They're 2 old men in a really, really small town, you see. Anyway, they were in a fight, and when the owner saw me with me friend, he started yelling. He yelled that my friend was NOT allowed in my house (his property but I pay rent). He would NEVER set foot in there again. I was upset and told the owner that we needed to talk about this. I wanted him to explain to me what was going on, since I had no idea about their fight at the time. He shouted that no, he would not explain, and that if I hung out with my friend I am an idiot! He called me an idiot. Then he stalked off. I was so mad I didn't accept his (half-hearted) apology the next day, and then we were in a fight. I told him he can't just decide who is allowed at my house. He said he would rip up the contract and he didn't care. I thought about leaving, but after about 3 days we were able to talk civilly (my husband facilitated a lot of that because I was still angry) and we decided to stay. I'm glad we did! We were able to end things at that place on good terms, and move into a better situation. We are still cordial/friends with the owner.",1.0,"I got in a fight with the owner of my building wherein he yelled at me and called me an idiot, and threatened to rip up our contract. I was very angry but we worked it out.",180.0,1.2314021300887588,Retold
