,AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent
3844,3LRKMWOKB63JG349MUGVQEVRUNEZ20,2046,T2J5LO1Q,35.0,woman,white,1.0,1.0,2.0,3.0,5.1929568508902095,my cousin's wedding,recalled,my aunt got so drunk she threw up and passed out,0.75,3LRKMWOKB63JG349MUGVQEVRUNEZ20,3LRKMWOKB63JG349MUGVQEVRUNEZ20,,,"I was so excited to attend my cousin Jill's wedding this past spring. My entire immediate family flew into town so that we could be there to celebrate with her. While the entire event was amazing, I was so touched that we were finally able to spend time together. There were around 8 years during which we never talked because of an argument within the family. We spent a lot of time wondering if the relationship would ever get better. When Jill came into town two years ago and wanted to me, I was shocked. We reconnected and felt like no time had passed at all. When we received an invitation to her wedding, it felt like the sky had finally cleared. We were all so excited to fly in from out of town and be part of the wedding. Jill looked absolutely beautiful in her dress. It was so touching to see my uncle walk her down the aisle. Her sister was her maid of honor and the love between them was visible. The entire wedding was lovely from start to finish. The only really unexpected part was my aunt getting terribly drunk. She danced like crazy and then threw up on a table. It was a memorable end to a otherwise great experience.",1.0,My cousin got married and we were invited after many years of not talking. The wedding was amazing overall and my cousin looked beautiful. The night ended with our aunt vomiting on a table and passing out. A memorable wedding to be sure!,180.0
3846,37Z929RLGAUGZQC8AH6JV87F4TYST2,383,HZJWU581,45.0,man,white,1.0,1.0,4.0,5.0,5.703782474656202,About getting a new dog,retold,I didn't really expect to get another dog anytime soon.,0.875,3LRLIPTPERVDWB0RZ8609HQC9LAAKM,,,,"It was a nice afternoon and I was driving north. Not really going anywhere in particular.  I saw a puppy run across the road in the distance, so I pulled over.  I was worried that he might be hit by a passing car because rush hour was coming soon.  When I got near him he ran right up to me, he wasn't scared at all.  Had to be someone's pet.  I picked him up and walked to the closest house, hoping that he was theirs.  He wasn't so I checked some more houses in the neighborhood.  Nobody seemed to have ever saw him.  Or wanted to claim him.  He seemed in good health and didn't have fleas so I took him home.  My other dog seemed to fall in love with him.  I took him to the vet the next day to have him checked and he had a good bill of health.  I had it in my mind that I would put him up for adoption.  Well, that never happened  and that's how I wound up with another dog.",1.0,I was enjoying a nice afternoon ride.  Saw a little dog that looked lost so I fed him.  Then he adopted me and I have another dog.,300.0
3847,3LRLIPTPERVDWB0RZ8609HQC9LAAKM,1587,HZJWU581,45.0,man,white,1.0,3.0,4.0,4.0,2.6390573296152584,About getting a new dog,recalled,I didn't expect to get another dog that day,0.875,3LRLIPTPERVDWB0RZ8609HQC9LAAKM,3LRLIPTPERVDWB0RZ8609HQC9LAAKM,,,"I was riding my motorcycle home from work.  It was a Tuesday around 4 PM.  I saw a little dog in the distance wandering along the side of the road.  The traffic wasn't very heavy yet, but it's tourist season so I knew it would pick up soon.  I pulled over and walked up to the little guy.  I was hoping that he had a tag on him with his address so I could just walk him home.  He didn't have a collar on at all, probably got hung up on something then he slipped it off.  He was kind of scraggly, unkempt and looked like he was starving.  Luckily I had a sandwich I had picked up for later in the saddlebag.  He was really friendly, like he had a good home at some point.  Wasn't aggressive at all, just being happy to have something to eat.  I couldn't really tell what breed he was but he was some kind of hound mix.  While he happily followed me I knocked on the doors of the few houses that were near to see if he was anyone's pet.  Of course, nobody could claim him.  I knew if he were left alone it was a matter of time before he got hit by a car.  I asked an elderly gentleman if the dog could stay in his garage until I got my bike back home and could come back with a car.  He agreed and that's how I ended up with a new dog.  Frank is his name and he's sleeping on his bed happily in my office behind me at this moment.",1.0,I was enjoying a nice afternoon ride.  Saw a little dog that looked lost so I fed him.  Then he adopted me and I have another dog.,14.0
3858,3A1PQ49WVI3Q0XMJX4AALOHHDBC1HZ,2105,F0DS0UTH,30.0,man,white,2.0,5.0,3.0,5.0,5.48063892334199,my stepfather passing away.,retold,my stepfather died.,0.125,3LS2AMNW5GCO9ISNMWVF6YMQPBLQO6,,,,My stepfather was getting really sick. We knew he wasn't in the best shape. But we didn't know what was going to happen next. It was around Christmas time. Just after Christmas in fact. We got a call that Dave was really sick. We ran to the hospital as soon as we got the call. My mom was there and she was crying. We tried to make her feel better. She told me more about what was going on. She told me how sick Dave was. She told me he probably wasn't going to make it. I didn't know what to do. I didn't know how to feel. We were able to spend some time with him and say good bye. I told him that I loved him. He passed away later that night. It was tough on me and my family to deal with all of it.,5.0,My stepfather passed away. We had time to say goodbye to him but it was still tough and me and my family.,240.0
3859,3LS2AMNW5GCO9ISNMWVF6YMQPBLQO6,814,F0DS0UTH,30.0,man,white,3.0,4.0,4.0,4.0,5.1929568508902095,my stepfather passing away.,recalled,my stepfather dying.,0.375,3LS2AMNW5GCO9ISNMWVF6YMQPBLQO6,3LS2AMNW5GCO9ISNMWVF6YMQPBLQO6,,,My stepfather was struggling with a really bad illness. We went to go see him and he wasn't doing well. We didn't think he had a lot of time left. I knew that he had done this to himself with his drinking. We were all very depressed. It didn't look like he was going to make it. I talked to my wife and told her how things were going. I told her that I may not be home tonight and me and the rest of my family were going to be staying with him. She told me that she understood. In the middle of the night the doctors came to us. Said things were getting worse and we should say our last good byes. I went in sometime after my mom. He told me that he was proud of me. He said that he was happy to see the man I've become. We talked about things. I told him I loved him. He passed away later that night,5.0,My stepfather passed away. We had time to say goodbye to him but it was still tough and me and my family.,180.0
3866,3TDXMTX3CCGL3EY09S4CGW9D4156IG,9197,LTWVJQFT,18.0,man,white,1.0,4.0,2.0,4.0,5.3471075307174685,Going on a date for the first time in a couple years.,retold,Falling forehead first into a full table.,-0.5,3LS2AMNW5GCO9ISNMWVF6YMQYCQQOM,,,,"This story was about me going on a date for the first time in a while. I had to work the day of the date which was fine I would be off work with plenty of time, and it would make it so I didn't overthink what I was doing and make me nervous. I decided to take a shower around an hour and a half before I left so my hair was fully dry and I wouldn't look weird. I brushed my hair after getting out of the shower and got the clothes I was wearing to the date on. I then decided to chill out until it was time to leave, since I didn't want to walk around thinking about what I should do. I wanted to act natural and like I planned everything in advance. It came time to leave and I headed out to the restaurant we were meeting at. I got there pretty much as she got there and we took our seats at the table. We both ordered and then talked while we were waiting for the food to come out. I thought we were at least somewhat making a connection, since we had some similar interests. I learned enough about her that I definitely would have gone on a second date with her if she wanted to. The conversation died down a bit when the food came out because we were both pretty hungry.  As we were both getting down eating I had to use the restroom, so I excused myself. The floors must've been wet in the bathrooms or by our table because as I was walking back I slipped and fell face first into our table. I landed right on the corner and busted my forehead open and started bleeding. As if that wasn't bad enough, I also spilled what was left of our dinners and drinks onto both of us. I started apologizing right away to the girl, but there is only so much apologizing while having a busted open forehead can do. I ended up going to the hospital and getting stitched up. She never responded to if she wanted another date and I don't really blame her for that.",3.0,I set up a date with a girl I had been talking to. We went out to a restaurant and were having a good time. I ended the date by tripping into a table and cutting my forehead open and spilling the table on myself and my date.,210.0
3867,3LS2AMNW5GCO9ISNMWVF6YMQYCQQOM,4936,LTWVJQFT,18.0,man,white,1.0,4.0,2.0,3.0,68.26662257360505,Going on a date for the first time in a couple years.,recalled,Falling forehead first into a full table.,0.0,3LS2AMNW5GCO9ISNMWVF6YMQYCQQOM,,,,"I woke up and went to get ready for work. As I was finished getting ready I got a text from a girl I had been talking to. She said yes to going on a date tonight. That gave me the boost I needed to start my day off right, since this was going to be my first date in a long time. I finished getting ready and headed to work. Work was the usual it always is. Got finished and headed home so I could get ready for my date. As I finished up I got a text asking if we were still good to go tonight and I said definitely. I headed out to the restaurant that we chose and got there a few minutes before she did. We walked in and got our table and sat down. We started talking just to make sure we were actually as similar as it seemed through texts. I was still a little awkward since it had been a while since I had done this and she could tell. Luckily I didn't trip myself up too much during dinner. It was after the dinner that I did that. As I was getting up to get out of my chair and head outside I tripped and fell right into another table. I got a decent cut on my forehead and spilled the table all over the place. It was super embarrassing and made me feel super dumb since I had to end the date early because of it.",4.0,I set up a date with a girl I had been talking to. We went out to a restaurant and were having a good time. I ended the date by tripping into a table and cutting my forehead open and spilling the table on myself and my date.,4.444444444444444e+29
3892,3N2BF7Y2VRGNWM88QQT85G5L1EBHM3,3359,2QRHQR82,55.0,man,white,1.0,2.0,4.0,5.0,5.3471075307174685,a bucket list float trip,retold,I was ask to join a group to overnite camp,1.0,3M0NZ3JDP2KBF0NW4DITOLY3MK6Z5K,,,,As i am not able to remember everything i wrote about my float trip the first time i will try to expend on my story as best i can. memorial day weekend of 2019 i set out to do what i consider a bucket list item. This was to float what many consider the whole length of the buffalo national river in one shot. This trip is 130 miles long and should have taken between 8 to 11 days depending on how much paddling and sightseeing i chose to do along the way. Though i didn't intend on doing this trip by myself that is what happened do to my friend being hurt and unable to go. I set off on the upper part of the river knowing it could be dangerous. i had never been on this part of the river and the water was very low but i was determined to do what id considered the beginning to the end. I was very nervous about this as i found low water to be more dangerous than normal float levels. The first 15 miles or so i was very careful not to run through anything i deemed to dangerous. I met several very nice people along the way and actually camped overnite with people twice in the 5 nights i was on the river. This is a trip i will never forget as i had nearly perfect weather for the time i was on the river. Unfortunately after the 6th day i had to abandon my trip as we had a flooding rain coming in that night and it wasn't worth the risk to try and ride it out until water levels dropped to decent floating conditions. To this day it still bothers me i wasn't able to complete the trip and i will try again this year i hope. I will never forget this experience as it was and is one of my most fond memories and experiences i have ever done in my life. Just an incredible beautiful experience.,1.0,Bucket list float trip by myself. 6 days and 5 nights on the buffalo national river. Met lots of good people and the weather was good.,210.0
3893,3M0NZ3JDP2KBF0NW4DITOLY3MK6Z5K,1335,2QRHQR82,55.0,man,white,1.0,1.0,4.0,5.0,67.97894050115326,a bucket list float trip,recalled,I was ask to join a group to overnite camp,0.75,3M0NZ3JDP2KBF0NW4DITOLY3MK6Z5K,3M0NZ3JDP2KBF0NW4DITOLY3MK6Z5K,,,"I took a float trip at the end of may. my plan was to float the entire length of the buffalo national river. I took this on alone. This was not an easy decision as things can go wrong and you are all alone for several hours at a time with noone nor phone service in site. Luckily most times i ended up amongst groups of other floaters. I had the opportunity to meet some very nice people and actually was invited to camp twice in 5 nights. Though i wasn't able to complete my trip due to flooding, i will forever remember the experience. This is a bucket list item for me that i really want to complete. Luckily though i floated by myself i was never really in any danger. needless to say i took no chances on the river to put myself in harms way. When in doubt i scouted the rapids i couldn't see all off or just chose not to run thru them. the weather was mostly perfect. Not too hot during the day and comfortable to sleep at night. this trip taught me alot about myself and my abilities. I learned alot about what i needed to take and how to pack out my kayak.",1.0,Bucket list float trip by myself. 6 days and 5 nights on the buffalo national river. Met lots of good people and the weather was good.,3.333333333333333e+29
3900,33IZTU6J82NNG7LSFR7GKBSKTQ9SXK,1249,WF1HTMW0,40.0,woman,white,1.0,4.0,3.0,4.0,4.787491742782046,About my sister's wedding,retold,Spilled wine on my sister's dress,0.875,3M1CVSFP61RZ7EYMCDQX532L18YAQ1,,,,"My sisters wedding day was one that I am sure not to forget or live down.  She married a man that was perfect for her and of course wanted everything to look great and go well for her on her ""special day"". I might add that the ceremony itself was quite lovely and it did indeed go without a hitch.  Later on while celebrating after the ceremony, I being very clumsy spilled red wine on her beautiful white gown.  It was very lovely and I could not believe that something like this could happen!  This is something she no doubt spent quite a lot of money on, and would later need to spend quite a lot of money to get professionally cleaned. This isn't the first time that I have done something so clumsy. I cannot even say that I was overly drunk as I don't drink that much or very often.  It was more a case of me tripping over something I am sure.  We were both very shocked when it happened. I offered to pay for the dress as I knew that it would be quite costly.  She at least did not seem to be too distraught and laughed it off. I am just very fortunate to have her as my sister. It could have gone much differently if she became enraged or upset that she couldn't have the most perfect of days. She did take it in stride and of course being my caring sister did her best to calm me down - I am pretty sure I was more concerned and distraught then she was.  It definitely gives us a story to tell later on, I just wish that it didn't happen of course.",2.0,"My sister's wedding to a great man. While a great event, it is ruined by a little red wine. I am a terrible klutz and spoiled the moment by spilling wine on her beautiful gown.",120.0
3901,3M1CVSFP61RZ7EYMCDQX532L18YAQ1,2130,WF1HTMW0,40.0,woman,white,5.0,1.0,3.0,5.0,4.0943445622220995,About my sister's wedding,recalled,Spilled wine on my sister's dress,0.875,3M1CVSFP61RZ7EYMCDQX532L18YAQ1,3M1CVSFP61RZ7EYMCDQX532L18YAQ1,,,"A few months ago I attended my sisters wedding. She has always wanted to get married and finally she had met the perfect man and was very ecstatic and happy. I was very happy for her and proud that she wanted me as her maid of honor.  The wedding was beautiful, she had saved up for quite some time and spared no expense in getting exactly what she wanted.  The venue was beautiful and it definitely reminded me of a fairy tale wedding to say the very least. While we were at the reception having a great time, I was finally able to congratulate her and give her a big hug.  Unfortunately, not used to wearing heels, I tripped just as we were leaning in for a hug and I spilled my red wine all over her beautiful and no doubt very expensive dress.  I was mortified!  Fortunately, she laughed it off and told me that it only made her dress have more character and something to remember the event by.  I have always been somewhat of a klutz so this isn't out of the ordinary for me in the very least.  I can only hope the stain comes out as I would hate to think I've ruined such a beautiful gown! All in all I am quite embarrassed but very happy for my sister.  This was one event that I was proud to attend, even if it was ruined by a little red wine.  I am happy she could find such a caring husband as she deserves it. I was also glad to have had the ability to attend and send her off.",4.0,"My sister's wedding to a great man. While a great event, it is ruined by a little red wine. I am a terrible klutz and spoiled the moment by spilling wine on her beautiful gown.",60.0
3909,3M23Y66PO3TAXS1WE4YQKYF0PKE6SX,1066,EJIOWND1,25.0,woman,na,1.0,1.0,2.0,5.0,5.1929568508902095,Birthday party,recalled,I was surprised,0.625,,3M23Y66PO3TAXS1WE4YQKYF0PKE6SX,,,"About six month's ago, I was thrown a surprise birthday party. It was a pretty emotional thing for me because I am in my 20's and I've never had a surprise birthday party before. I still remember arriving at the restaurant, only expecting a dinner between my significant other.  The most memorable party of the whole thing was when I got to our area and saw the decorations and everyone shouting ""Happy Birthday"" as I recognized their faces.  I had a wonderful dinner with 30 friends and family. We ended the evening with drinks and desert, and my significant other ad I headed out for a night on the town. That was definitely one of my most memorable birthdays. I really felt cared for. Before then, I never would have expected that many people to want to show up to my party.  It was endearing to know that my love had gone through all of that to plan something for me. They aren't typically a planner, so that made it even more special. The place at ate was delicious. Our waiter was excellent and he kept everyone happy throughout the meal. I have bee back 4 times since then. I received so many presents that day.",1.0,Significant other threw a surprise birthday party for me. It was at a restaurant. It was a great evening.,180.0
3917,3F1567XTNXRL2VOHK7CX98R18HJQ90,9792,U0U92P17,35.0,woman,white,1.0,1.0,3.0,3.0,4.499809670330264,my birthday party,retold,my friends threw me a party,0.625,3M68NM076ITYWD1JZFYLUOA40F86RD,,,,"I was really surprised when my friends threw me a birthday party. I thought it was so sweet of them. I always think it's nice when people make an effort to remember things that are important to you. For my party, they had all my favorite foods. That was great since I love to snack! The music was good too. I saw a lot of people I knew and that made me happy. I love being surrounded by friends. I'm definitely a ""people person"". Birthdays are important to me since I love celebrating. I don't even mind that I'm celebrating getting older. As long as it's fun, it's good for me. I didn't celebrate my birthday much after I graduated college. Mostly because I worked such demanding jobs. But I have a less stressful job now. And I can celebrate!",1.0,It was my birthday last month. My really awesome friends threw me a great party to celebrate the occasion.,90.0
3918,3M68NM076ITYWD1JZFYLUOA40F86RD,1859,U0U92P17,35.0,woman,white,1.0,1.0,3.0,3.0,3.332204510175204,a birthday party,recalled,everyone attended the party,0.875,3M68NM076ITYWD1JZFYLUOA40F86RD,,,,"My birthday was last month, and my friends threw me a party. It made me so happy that they remembered and thought it was a special occasion. They told me to come to my friends apartment to celebrate. I showed up and there were all the special people in my life. I was so grateful. It was a special movement for me. They had lots of food set up, including all of my favorites. The music was good. I kept walking around the room hugging everyone. Last year I didn't have a very good birthday. So this meant a lot to me. We were there for a long time. It was dark when we finally went home. I'm grateful to have such good friends. They make my life better.",1.0,It was my birthday last month. My really awesome friends threw me a great party to celebrate the occasion.,28.0
3934,3M81GAB8A154QO3EIRQT0EMRT24BQG,3574,EXVPO527,25.0,man,asian,1.0,3.0,2.0,4.0,4.499809670330264,the death of my uncle,recalled,my tumultuous family got together and honored his death,0.125,3M81GAB8A154QO3EIRQT0EMRT24BQG,3M81GAB8A154QO3EIRQT0EMRT24BQG,,,"As I returned home from my trip, I received bad news from my family: my uncle is in the hospital. He had trouble breathing, and he had been in the emergency room since a week ago. I assumed for the worst, hoped for the best. My uncle had throat cancer for about a year now. He couldn't speak with the majority of his tongue removed. My cousin, his son, said he realistically had limited time, about a week. I lived with their family for a while when I was young. I could hear the words, but it just didn't register. If that's the case, I couldn't imagine what they were feeling. And, just like that, a week later, he died. I woke up in a groggy state from a phone call. He said ""my dad passed away earlier this morning."" And for the next few days, it's just been a gloomy state. We had the funeral shortly afterwards as well as attending services. I'm fine, but it's just weird knowing someone you knew your entire life is gone, just like that. I can come visit their house...but the body is gone. And my other family members are freaking out because he is the youngest from the brothers and sisters. It just makes you realize you can die at any given moment and to just live your life. You can die in twenty-five years, or you can die today. So while it's not about the length of time you lived, it's what you did in that lifetime. As Abraham Lincoln stated,""it's not how many years you lived but how you lived in those years.""",2.0,"My uncle died and we had his funeral. Being the youngest uncle, it made me realize the fragility of life and how it's important to live your life to the fullest.",90.0
3944,3NS0A6KXC5U9VXCGL91KSIPS3EMZG1,3216,2SW3A669,25.0,woman,white,5.0,4.0,,,4.787491742782046,my sister happyness,imagined,groom we had,-0.25,,3MAOD8E57RWQ0UTN7VQULHIEWMONX6,5.0,marriage,"All of these speeches can be great wedding toasts in honor of the bride........................ Modify any that need it and include a few personal touches to create the perfect tribute to your sister and her new husband. With the right personal touches, maid of honor speeches for a sister can be a heartwarming expression of love, support, and friendship between a bride and her sister............... Make sure to practice ahead of time so that you can concentrate on your sister and not on your nerves.......There are two different ways to go with your speech. You can either be sentimental or funny..... To decide which is best, consider the bride and what she would likely prefer. It can depend on the tone of the wedding as well. Edit the templates using Adobe Reader. Fill your own information in with the details requested between the brackets to personalize the speech you select. A funny speech, like the one in the template to the right, is perfect if the bride has a great sense of humor and some cute quirks she wouldn't mind you sharing with everyone. For example, you could share a couple silly stories about how the bride likes cheese snacks dipped in dressing or that as a child, she tried to make toast in a VCR. The silliness continues as you share a couple impersonal dating tidbits and how you knew it was different with the groom. Pick this speech template if you know the bride wouldn't mind a few chuckles at her expense..........    This speech is written from the perspective of a sister who has a strong bond with the bride. The speech discusses their upbringing, recalls a childhood story or two, and talks about how growing up with this sister is entirely unique. The groom is casually mentioned and included as an integral part of the speech. His part in this speech is being welcomed to the family and the chaos you often go through. This speech is written from the perspective of a sister who has a strong bond with the bride. The speech discusses their upbringing, recalls a childhood story or two, and talks about how growing up with this sister is entirely unique. The groom is casually mentioned and included as an integral part of the speech. His part in this speech is being welcomed to the family and the chaos you often go through.",5.0,"My wife and I were going to Paris for a friend's wedding. We had problems getting there, with cancelled flights and know-nothing airline employees hindering us. Eventually we made it to our destination and despite missing a lot, we made it for the main event and had a great time.",120.0
3953,3DY46V3X3Q4D8M37XPBDZHR8LXP55Y,3838,TWQGI86D,50.0,woman,white,1.0,5.0,,5.0,4.499809670330264,graduating from college,imagined,the face I passed with all the pressure.,0.375,,3MB8LZR5BGFUSURVWZVQIV6N422LKJ,5.0,"Not at all, I totally made it up.","Three months ago I graduated from college. What a dream come true. I could not belive that this day was finally here. It was a dream come true. The odds were stacked against me but I knew that I could do it. As I thought back on my experiences, I remember it being a tough time but at the same time it was fun. Many people to me that I would not finish due to my family background. I was so glad that I showed all of the people that ever doubted me. I knew I could do It. When I first started I did not understand anything. I eventually got the hang of it and got through it. Now the fun really starts I get to find a really good job. I get to have that dream job of fixing any car that is broken. I'm hoping that the job is worth all the time I took to learn this work. All in all I say I did a great job!",5.0,"I graduated from college three months ago. The day was long, but ultimately rewarding as I got to think back on my experiences. I was glad to have enjoyed my time at school so much.",90.0
3954,3MB8LZR5BGFUSURVWZVQIV6N422LKJ,843,3M3OFEDQ,18.0,man,white,1.0,3.0,2.0,4.0,67.97894050115326,graduating from college,recalled,I recognized almost every name of the people walking across the stage,0.75,,3MB8LZR5BGFUSURVWZVQIV6N422LKJ,,,"I graduated from college a little over three months ago. It was the culmination of 4 years of hard work. The ceremony itself was pretty uneventful, with traditional student and guest speakers. I remember standing with my friends together for the last time in the tunnel for hours waiting for the ceremony to start. After the initial ceremony, we moved buildings to do proceedings for each individual college's graduation. It was pretty cool to see my friends walk across the stage. Another interesting thing is that I realized how many of the people in my college that I got to know over my four years. I recognized almost every name. I didn't go to the smallest school, so this was a pretty cool realization. Everyone's favorite teacher was reading out the names, so that made it a lot better, too. After the ceremony, my family and I were so tired from the day's events that we just wanted to go home. A lot of people went out to fancy restaurants to eat, but I just wanted to go to my favorite sandwich shop at home. After returning home, I took a much-needed nap. The day was exhausting but it's one of those things that you never forget. The biggest takeaway was reflecting on all of the relationships that I had made.",1.0,"I graduated from college three months ago. The day was long, but ultimately rewarding as I got to think back on my experiences. I was glad to have enjoyed my time at school so much.",3.333333333333333e+29
3961,3SKEMFQBZ4RZDN7C2AMMDQKIAJLK84,6083,0N76ZCAX,30.0,man,white,1.0,3.0,,5.0,4.787491742782046,my daughter getting married and moving away,imagined,when she moved thousand miles away from NC to Canada,1.0,,3MB8LZR5BGFUSURVWZVQIV6NFK9KL0,5.0,I experienced something similar when my sister got married,"I feel more and more lonely ever since my daughters marriage. It happened 4 months ago but it seem like an eternity. I like her husband and I glad for me. Nevertheless, they are so far away. They moved from North Carolina where she lived with us all the way to Canada. I think about the things we used to do everyday. For example, we used to go shopping together every week. We used to go to church together. I miss all these things. I miss her laughter and crazy sense of humor. I miss her facial expressions. I miss having her close to be able to run ideas by her. I miss her help around the house. I understand that I must let her go sometime. I just wish it wasn't so soon.",3.0,"My daughter, who I am close to, got married and moved from North Carolina to Canada about 4 months ago.  She keeps in touch but I still miss her terribly.",120.0
3962,3MB8LZR5BGFUSURVWZVQIV6NFK9KL0,1335,D3W7AI2M,50.0,woman,white,1.0,1.0,4.0,5.0,4.787491742782046,my daughter getting married and moving away,recalled,she continued to make sure I heard from her every day,0.75,,3MB8LZR5BGFUSURVWZVQIV6NFK9KL0,,,"My daughter moved far away from home.  When she met and got engaged to a Canadian who was working here in the US, I hoped he would try to get residency here and they would stay.  But it's hard to get legal status nowadays, even for married couples, so they decided to move to Montreal, where he is from.   She has already started the process for residency there.  I miss her so much!  She's been gone for about 4 months now and I still can't get used to not seeing her every few days.  I was spoiled because we did spend a good amount of time together. I miss watching 90 Day Fiancee with her and talking about it (she can't get it in Canada!) and having Sunday dinners with them.  We do message almost every day and talk a few times a week but I miss her SOOOO much.  I am touched that even though she has her own grown up life now that she still sends me a meme or a note every day and keeps me updated on what's going on in her life.  I plan to go visit her in the Spring but that's still a long time away.  I'm trying to convince her to come for Christmas.  I can't imagine the holidays without here.  Some days I feel like a piece of my heart is missing.  She is an adult but she will always be my little girl.",1.0,"My daughter, who I am close to, got married and moved from North Carolina to Canada about 4 months ago.  She keeps in touch but I still miss her terribly.",120.0
3967,3MD9PLUKKJ0F5PT28DEFI2YP7P2ZN4,990,EE7QWPP3,25.0,man,white,1.0,1.0,4.0,5.0,4.499809670330264,my brother's wedding.,recalled,the manager was actually able to find the ring.,0.125,3MD9PLUKKJ0F5PT28DEFI2YP7P2ZN4,3MD9PLUKKJ0F5PT28DEFI2YP7P2ZN4,,,"I was the best man at my brother's wedding that happened about 3 months ago. His in-laws had given me the responsibility of holding the bride's ring, which was their family ring passed down from generations. I used to keep it in my pocket all the time. I was having beer and spilled some on my pants. The next day I gave it to the laundry without realizing it had the ring inside its pockets. I was scared for my life. I called the laundry and they told me that the pant has already been left for the cleaning services. On the next day, I rushed to receive my pants. When I took them over, I checked its pockets and I did not find anything! I was about to faint. 2 minutes later, the manager came, and asked me, ""Are you looking for this mister?"". It was indeed a sign of relief I promise. I could not thank God enough. I still never told this incident to anyone else. Even the ring smelled like detergent, nobody ever became suspicious.",2.0,I was the best man for my brother's wedding where I lost the bride's ring. I was able to find it later.,90.0
3972,34S9DKFK74BF0ZJXCRCW4VPNJ9UYNI,814,R3EYQ6KZ,30.0,woman,white,1.0,1.0,5.0,5.0,5.598421958998375,a woman falls in love after her heart is broken.,retold,she spilt her drink and pasta on her date and he still kissed her.,0.375,3MD9PLUKKJ0F5PT28DEFI2YPESPNZS,,,,"I was so sad and heartbroken when I thought the man of my dreams left me crying outside his house on that cold January day. I drove in tears to a local coffee shop, the warmth of coffee and the color of the pastries soothed me a little, I wanted somewhere quiet to draw. I was walking and looking at the menu, not looking where I was going and oomph! I ran into this big hulking mass of man. He was so tall with broad shoulders and a beautiful smirk as he said ""I'm sorry, I wasn't watching where I was going."" I lightly chuckled and said ""Ditto, like lemmings"". He laughed and we made small talk in line.  We paid for our things and sat down at our respective tables. I started sketching and he walked by with the pretense of throwing away a napkin and asked about my drawing. He then, asked if I wanted to go to this Italian place next door. I hadn't ate all day and honestly, I was all about the spaghetti from this place.  We sit down and start sharing things about ourselves and our food arrives.,  He asked, ""Do you want part of mine?"". He ordered the chicken marsala.  He smirked and said, ""because yours looks tempting."" In the act of picking up my plate to slide him some noodles, I drop the entire of spaghetti in his lap. I could've melted into the floor. and he just picked up a meatball and popped it into his mouth and looked me dead in the eye and said delicious. I laughed so hard, I almost cried . It melted all that sadness away, a few months later...I see that I finally have found the man of my dreams and am engaged!",1.0,Girl gets her heart broken by ex-boyfriend and meets a handsome stranger who invites her to a Italian lunch. She spills her food all over him and he still kisses her. They are now engaged.,270.0
3973,3MD9PLUKKJ0F5PT28DEFI2YPESPNZS,1327,R3EYQ6KZ,30.0,woman,white,2.0,3.0,5.0,5.0,5.1929568508902095,a woman falls in love after her heart is broken.,recalled,she spilt her drink and pasta on her date and he still kissed her.,0.375,3MD9PLUKKJ0F5PT28DEFI2YPESPNZS,3MD9PLUKKJ0F5PT28DEFI2YPESPNZS,,,"He ended our relationship. .He had been acting distant and cold for a couple months. My ""I love you's"" were not reciprocated. He kept saying it wasn't us. My ex-boyfriend texted me as usual. We always texted good morning. I was at home sick in bed fighting off a weird summer flu. I opened the text in hopes to find my loving boyfriend had come back to me.  No, instead he wrote, ""Please forgive me."" I immediately knew the end had come. My heart was in my stomach. I called immediately.  I kept trying to remind him of the good times we had.He finally broke down and said he could be an ""us"" anymore. It felt like my whole world had shattered and I didn't leave bed for days. When I had enough will power, to get up, shower, eat, and go to my office, I bumped into the most gorgeous man in the elevator. I smiled and said ""good morning."" The next day he held the elevator open and said ""Have you been to Piada ever?"". I hadn't, ""Whats that?"", I asked. He said ""Wait, and find out. Meet me here at 12."" I was about to jump out my seat with excitement. Fast forward to the date, I was so nervous. He was the most gorgeous man I had ever seen. The food was great but, what a disaster! I spilt my whole drink and meal- spaghetti and meatballs over his suit. He laughed and I laughed and then he kissed me. I saw fireworks. He opened me to a new possibility of love and now we are going to get married.",4.0,Girl gets her heart broken by ex-boyfriend and meets a handsome stranger who invites her to a Italian lunch. She spills her food all over him and he still kisses her. They are now engaged.,180.0
